SIP_ID,Date,rm_id,client_id,SIP_Status,SIP_Amount
SIP_001536,2026-04-28,RM_0015,CL_00437,Active,45137.83
SIP_001478,2026-04-17,RM_0045,CL_00318,Active,8211.64
SIP_000280,2026-04-08,RM_0002,CL_00171,Active,20564.89
SIP_005168,2026-05-26,RM_0007,CL_00820,Active,22156.52
SIP_002810,2026-06-17,RM_0062,CL_00195,Active,8059.57
SIP_005751,2026-05-20,RM_0022,CL_00413,Active,27916.24
SIP_003567,2026-06-17,RM_0043,CL_00172,Paused,11240.23
SIP_001517,2026-07-01,RM_0039,CL_00704,Active,30638.1
SIP_000069,2026-06-30,RM_0040,CL_00606,Active,42553.75
SIP_000586,2026-07-03,RM_0035,CL_00160,Stopped,14570.34
SIP_002873,2026-05-13,RM_0002,CL_00213,Stopped,32502.33
SIP_005169,2026-06-16,RM_0017,CL_00640,Paused,47585.75
SIP_002101,2026-06-15,RM_0057,CL_00167,Stopped,39600.89
SIP_003385,2026-04-17,RM_0028,CL_00549,Active,28235.27
SIP_003088,2026-06-23,RM_0009,CL_00831,Stopped,42339.6
SIP_003641,2026-04-17,RM_0040,CL_00334,Active,49118.69
SIP_005074,2026-06-28,RM_0027,CL_00220,Active,8402.3
SIP_002955,2026-05-08,RM_0001,CL_00283,Stopped,11974.79
SIP_002042,2026-05-28,RM_0006,CL_00405,Active,49908.36
SIP_004142,2026-04-11,RM_0004,CL_00377,Stopped,37169.25
SIP_002049,2026-06-27,RM_0028,CL_00527,Paused,17227.03
SIP_002447,2026-04-30,RM_0049,CL_00866,Paused,36325.75
SIP_005213,2026-04-30,RM_0004,CL_00396,Active,7224.54
SIP_000171,2026-04-20,RM_0015,CL_00121,Stopped,23007.65
SIP_003403,2026-06-22,RM_0028,CL_00288,Active,23321.83
SIP_005580,2026-04-26,RM_0047,CL_00738,Paused,16764.89
SIP_004642,2026-05-25,RM_0008,CL_00743,Active,7424.92
SIP_003981,2026-05-22,RM_0041,CL_00251,Active,6853.04
SIP_000948,2026-06-02,RM_0028,CL_00533,Paused,2044.93
SIP_005499,2026-05-29,RM_0043,CL_00648,Active,20363.71
SIP_000468,2026-06-10,RM_0028,CL_00832,Active,48813.08
SIP_004212,2026-06-07,RM_0001,CL_00278,Active,773.54
SIP_002370,2026-06-17,RM_0004,CL_00550,Stopped,11303.94
SIP_002835,2026-04-12,RM_0007,CL_00820,Active,19510.3
SIP_005318,2026-06-23,RM_0039,CL_00412,Active,45474.19
SIP_001477,2026-06-16,RM_0012,CL_00225,Active,36851.96
SIP_001928,2026-06-05,RM_0015,CL_00437,Stopped,31948.88
SIP_003276,2026-05-18,RM_0001,CL_00459,Stopped,47666.91
SIP_005776,2026-05-27,RM_0058,CL_00543,Stopped,12853.61
SIP_002223,2026-05-08,RM_0033,CL_00066,Stopped,17871.23
SIP_005276,2026-04-07,RM_0028,CL_00275,Active,32679.65
SIP_003335,2026-05-14,RM_0002,CL_00376,Active,10998.51
SIP_003490,2026-06-03,RM_0049,CL_00610,Paused,43268.76
SIP_000260,2026-04-05,RM_0054,CL_00816,Active,34379.39
SIP_003737,2026-06-01,RM_0012,CL_00225,Paused,22716.22
SIP_004799,2026-04-10,RM_0028,CL_00035,Active,29749.62
SIP_001511,2026-06-03,RM_0043,CL_00579,Stopped,27006.56
SIP_002391,2026-06-07,RM_0027,CL_00399,Active,35795.89
SIP_000538,2026-05-27,RM_0007,CL_00819,Active,45195.25
SIP_005404,2026-06-17,RM_0043,CL_00329,Paused,35962.85
SIP_005120,2026-04-17,RM_0049,CL_00531,Paused,42975.04
SIP_001649,2026-04-13,RM_0039,CL_00374,Active,20773.9
SIP_001860,2026-05-07,RM_0047,CL_00732,Active,33289.39
SIP_003416,2026-04-30,RM_0027,CL_00403,Paused,9690.23
SIP_001663,2026-07-03,RM_0043,CL_00684,Paused,8125.22
SIP_003451,2026-06-25,RM_0027,CL_00110,Paused,30504.01
SIP_003651,2026-04-29,RM_0040,CL_00052,Paused,36962.36
SIP_001221,2026-06-29,RM_0028,CL_00524,Active,22038.54
SIP_002413,2026-05-27,RM_0027,CL_00884,Active,15693.36
SIP_000372,2026-05-21,RM_0008,CL_00454,Active,32796.71
SIP_003911,2026-04-24,RM_0043,CL_00567,Active,38337.08
SIP_003935,2026-05-11,RM_0002,CL_00055,Active,33149.05
SIP_003464,2026-05-07,RM_0033,CL_00190,Active,34172.71
SIP_001254,2026-04-19,RM_0006,CL_00646,Stopped,953.95
SIP_003497,2026-05-22,RM_0057,CL_00248,Stopped,4167.55
SIP_005260,2026-06-06,RM_0009,CL_00688,Active,14247.46
SIP_002467,2026-07-03,RM_0047,CL_00603,Active,25659.72
SIP_005036,2026-05-25,RM_0028,CL_00062,Active,24018.71
SIP_003792,2026-05-10,RM_0027,CL_00426,Active,40337.21
SIP_004328,2026-05-08,RM_0049,CL_00561,Paused,47101.69
SIP_000065,2026-05-11,RM_0049,CL_00126,Active,25277.45
SIP_001319,2026-04-08,RM_0039,CL_00529,Stopped,45758.03
SIP_004214,2026-05-14,RM_0004,CL_00836,Active,14052.9
SIP_000196,2026-07-03,RM_0041,CL_00860,Active,23274.62
SIP_002699,2026-05-20,RM_0028,CL_00032,Paused,25358.53
SIP_005520,2026-07-03,RM_0015,CL_00350,Active,45070.95
SIP_005203,2026-05-04,RM_0027,CL_00371,Paused,29456.81
SIP_004934,2026-04-12,RM_0057,CL_00073,Active,2369.5
SIP_001671,2026-06-15,RM_0006,CL_00348,Paused,34566.8
SIP_000718,2026-05-02,RM_0045,CL_00687,Active,1390.07
SIP_003319,2026-06-26,RM_0002,CL_00393,Stopped,28946.76
SIP_003205,2026-05-14,RM_0027,CL_00087,Active,46075.35
SIP_004797,2026-05-23,RM_0039,CL_00547,Active,19988.35
SIP_003418,2026-05-27,RM_0043,CL_00328,Active,11376.08
SIP_004785,2026-05-16,RM_0035,CL_00261,Active,39619.7
SIP_003349,2026-07-02,RM_0010,CL_00119,Stopped,48547.06
SIP_002121,2026-06-24,RM_0009,CL_00339,Stopped,40337.98
SIP_003026,2026-06-29,RM_0006,CL_00630,Paused,16446.19
SIP_003575,2026-04-16,RM_0031,CL_00123,Active,11222.78
SIP_004016,2026-04-11,RM_0063,CL_00017,Stopped,45323.34
SIP_004529,2026-07-02,RM_0007,CL_00819,Active,5574.05
SIP_004943,2026-04-14,RM_0010,CL_00129,Active,10245.75
SIP_004987,2026-05-17,RM_0060,CL_00050,Active,21659.49
SIP_005648,2026-06-14,RM_0058,CL_00266,Active,32752.4
SIP_002126,2026-06-08,RM_0040,CL_00154,Active,43432.69
SIP_005997,2026-05-08,RM_0043,CL_00306,Paused,37726.76
SIP_003034,2026-05-18,RM_0027,CL_00563,Active,47710.42
SIP_002781,2026-06-30,RM_0049,CL_00166,Paused,36171.47
SIP_002746,2026-06-11,RM_0043,CL_00328,Active,28256.0
SIP_003978,2026-04-21,RM_0043,CL_00794,Stopped,29530.45
SIP_002278,2026-06-14,RM_0015,CL_00162,Paused,44603.64
SIP_002219,2026-04-28,RM_0022,CL_00511,Active,12252.99
SIP_002980,2026-07-02,RM_0015,CL_00146,Paused,13426.11
SIP_002968,2026-05-08,RM_0049,CL_00235,Paused,9691.89
SIP_000442,2026-06-26,RM_0017,CL_00751,Active,589.31
SIP_005823,2026-06-18,RM_0053,CL_00284,Active,32359.5
SIP_005955,2026-06-18,RM_0043,CL_00432,Active,38149.27
SIP_001231,2026-04-15,RM_0010,CL_00204,Active,6321.9
SIP_003722,2026-04-22,RM_0002,CL_00171,Active,19008.95
SIP_001869,2026-05-07,RM_0043,CL_00480,Active,39321.1
SIP_004426,2026-05-10,RM_0022,CL_00003,Paused,23498.13
SIP_003111,2026-04-12,RM_0039,CL_00771,Paused,4756.47
SIP_002497,2026-07-01,RM_0006,CL_00520,Active,4364.28
SIP_004140,2026-04-27,RM_0001,CL_00650,Active,26760.37
SIP_005369,2026-05-31,RM_0017,CL_00111,Paused,27621.9
SIP_005314,2026-06-20,RM_0004,CL_00226,Active,43821.9
SIP_005438,2026-04-14,RM_0057,CL_00583,Paused,28954.67
SIP_001218,2026-05-09,RM_0016,CL_00446,Active,38384.42
SIP_002438,2026-04-27,RM_0006,CL_00646,Active,7977.52
SIP_005355,2026-06-03,RM_0004,CL_00130,Active,9822.13
SIP_004624,2026-04-12,RM_0004,CL_00668,Active,14713.21
SIP_000073,2026-04-16,RM_0001,CL_00390,Paused,25313.8
SIP_000684,2026-07-03,RM_0028,CL_00527,Active,884.57
SIP_000333,2026-04-20,RM_0040,CL_00047,Active,8313.22
SIP_001242,2026-04-05,RM_0033,CL_00424,Paused,8238.97
SIP_004868,2026-06-25,RM_0069,CL_00505,Active,27902.04
SIP_005643,2026-05-28,RM_0004,CL_00810,Active,26295.58
SIP_002366,2026-05-05,RM_0066,CL_00205,Stopped,19932.28
SIP_005045,2026-06-18,RM_0017,CL_00301,Active,49826.52
SIP_003624,2026-04-26,RM_0010,CL_00141,Active,31948.42
SIP_003087,2026-04-21,RM_0057,CL_00329,Active,12224.37
SIP_004285,2026-06-03,RM_0040,CL_00419,Active,24432.85
SIP_003289,2026-05-05,RM_0004,CL_00740,Paused,26350.16
SIP_002576,2026-05-15,RM_0053,CL_00888,Active,11812.41
SIP_004468,2026-05-23,RM_0058,CL_00266,Active,39783.52
SIP_001559,2026-04-15,RM_0008,CL_00493,Active,20668.64
SIP_003772,2026-04-25,RM_0044,CL_00913,Active,33241.39
SIP_005456,2026-04-16,RM_0001,CL_00650,Paused,19007.52
SIP_005130,2026-04-26,RM_0043,CL_00648,Paused,39999.52
SIP_005096,2026-04-16,RM_0049,CL_00883,Paused,5386.36
SIP_001004,2026-06-27,RM_0017,CL_00863,Stopped,9311.49
SIP_000772,2026-06-10,RM_0006,CL_00015,Paused,671.32
SIP_000797,2026-04-23,RM_0041,CL_00617,Paused,33886.41
SIP_003895,2026-05-03,RM_0027,CL_00710,Active,28314.76
SIP_004782,2026-05-19,RM_0027,CL_00502,Stopped,37193.45
SIP_005523,2026-06-06,RM_0004,CL_00504,Stopped,2682.97
SIP_003019,2026-04-20,RM_0069,CL_00411,Paused,28283.17
SIP_000992,2026-05-14,RM_0006,CL_00553,Stopped,21091.75
SIP_002069,2026-06-08,RM_0009,CL_00341,Active,34048.6
SIP_004074,2026-06-23,RM_0059,CL_00529,Stopped,42757.51
SIP_003540,2026-04-12,RM_0017,CL_00705,Active,37768.13
SIP_005711,2026-04-15,RM_0027,CL_00502,Paused,13706.42
SIP_005543,2026-06-01,RM_0012,CL_00748,Paused,46278.79
SIP_005001,2026-06-06,RM_0028,CL_00533,Active,42906.22
SIP_003891,2026-07-04,RM_0059,CL_00051,Active,40988.96
SIP_004737,2026-05-10,RM_0015,CL_00121,,46883.93
SIP_001680,2026-04-29,RM_0017,CL_00751,Stopped,12207.06
SIP_003957,2026-05-31,RM_0011,CL_00777,Paused,28924.72
SIP_004204,2026-04-27,RM_0052,CL_00631,Active,40677.87
SIP_004002,2026-06-29,RM_0057,CL_00054,Active,17160.73
SIP_005549,2026-05-20,RM_0006,CL_00825,Stopped,11444.11
SIP_001728,2026-05-04,RM_0060,CL_00388,Active,40888.06
SIP_004377,2026-05-01,RM_0068,CL_00727,Stopped,4092.3
SIP_001894,2026-04-20,RM_0043,CL_00525,Active,30368.73
SIP_001055,2026-06-09,RM_0031,CL_00332,Paused,14850.4
SIP_004471,2026-04-05,RM_0001,CL_00051,Paused,20287.26
SIP_002110,2026-06-28,RM_0037,CL_00345,Active,3205.24
SIP_005532,2026-06-12,RM_0028,CL_00045,Active,19692.46
SIP_005612,2026-04-30,RM_0033,CL_00259,Paused,42774.67
SIP_002473,2026-05-19,RM_0002,CL_00494,Active,26796.47
SIP_005840,2026-04-23,RM_0037,CL_00785,Paused,44577.58
SIP_004305,2026-05-25,RM_0052,CL_00467,Paused,19802.54
SIP_001192,2026-06-05,RM_0039,CL_00025,Active,48544.85
SIP_002406,2026-05-21,RM_0049,CL_00203,Active,792.28
SIP_001804,2026-05-26,RM_0041,CL_00617,Stopped,3375.97
SIP_003242,2026-07-01,RM_0049,CL_00217,Active,5220.43
SIP_001311,2026-05-26,RM_0006,CL_00012,Stopped,35307.53
SIP_001473,2026-05-27,RM_0004,CL_00668,Paused,42401.73
SIP_003609,2026-04-19,RM_0053,CL_00305,Active,3141.05
SIP_000226,2026-05-05,RM_0053,CL_00075,Paused,18745.92
SIP_005822,2026-06-30,RM_0012,CL_00455,Paused,22559.85
SIP_000746,2026-06-09,RM_0001,CL_00004,Active,27582.71
SIP_005864,2026-06-04,RM_0049,CL_00674,Active,771.42
SIP_001576,2026-04-14,RM_0027,CL_00864,Paused,9930.81
SIP_003525,2026-04-08,RM_0043,CL_00233,Active,21586.47
SIP_003410,2026-05-28,RM_0043,CL_00567,Active,35842.97
SIP_004099,2026-04-22,RM_0017,CL_00111,Stopped,13547.06
SIP_005514,2026-04-15,RM_0006,CL_00841,Stopped,8476.72
SIP_002078,2026-06-07,RM_0057,CL_00693,Paused,30081.08
SIP_002256,2026-06-13,RM_0049,CL_00531,Active,24699.22
SIP_004989,2026-06-07,RM_0006,CL_00340,Paused,14444.66
SIP_001704,2026-05-17,RM_0001,CL_00477,Active,18114.57
SIP_002011,2026-06-14,RM_0015,CL_00812,Stopped,34597.03
SIP_004940,2026-06-14,RM_0057,CL_00167,,48921.21
SIP_004827,2026-06-15,RM_0010,CL_00129,Paused,28095.7
SIP_000453,2026-07-02,RM_0045,CL_00290,Paused,29159.92
SIP_003210,2026-05-12,RM_0021,CL_00697,Paused,5392.37
SIP_001033,2026-06-03,RM_0017,CL_00022,Stopped,11653.39
SIP_002290,2026-05-16,RM_0039,CL_00487,Stopped,28435.2
SIP_000690,2026-05-09,RM_0027,CL_00042,Stopped,46648.67
SIP_004857,2026-06-15,RM_0039,CL_00717,,8934.96
SIP_001620,2026-05-31,RM_0053,CL_00001,Active,37546.75
SIP_001125,2026-06-19,RM_0027,CL_00087,Stopped,19231.86
SIP_003171,2026-06-02,RM_0004,CL_00560,Active,30892.23
SIP_001279,2026-04-09,RM_0031,CL_00123,Paused,36728.41
SIP_002967,2026-04-19,RM_0057,CL_00054,Paused,26283.28
SIP_000492,2026-06-20,RM_0021,CL_00048,Stopped,16775.8
SIP_000357,2026-04-24,RM_0041,CL_00150,Paused,30912.8
SIP_002287,2026-06-30,RM_0053,CL_00098,Stopped,39992.22
SIP_003586,2026-04-29,RM_0028,CL_00264,Paused,42735.12
SIP_004830,2026-06-05,RM_0022,CL_00811,Active,31542.66
SIP_005607,2026-05-03,RM_0004,CL_00007,Paused,41948.41
SIP_004440,2026-05-31,RM_0058,CL_00516,Paused,37420.28
SIP_002018,2026-05-04,RM_0053,CL_00305,Active,14411.2
SIP_001333,2026-06-04,RM_0028,CL_00620,Active,43899.27
SIP_005489,2026-04-10,RM_0053,CL_00626,Stopped,23466.68
SIP_001262,2026-06-12,RM_0053,CL_00148,Stopped,18490.27
SIP_004253,2026-07-01,RM_0028,CL_00636,Active,47179.48
SIP_001733,2026-04-05,RM_0006,CL_00780,Paused,32086.95
SIP_002296,2026-06-17,RM_0007,CL_00880,Active,3746.38
SIP_003042,2026-06-14,RM_0060,CL_00700,Active,34226.46
SIP_005283,2026-06-22,RM_0053,CL_00560,Active,27391.17
SIP_005188,2026-04-18,RM_0043,CL_00328,Active,46474.6
SIP_005210,2026-05-10,RM_0059,CL_00135,Active,45132.16
SIP_001592,2026-05-19,RM_0021,CL_00127,Paused,6022.35
SIP_004770,2026-04-22,RM_0004,CL_00810,Paused,28972.03
SIP_001134,2026-06-04,RM_0044,CL_00900,,2791.21
SIP_004979,2026-04-07,RM_0006,CL_00381,Active,30772.61
SIP_004131,2026-06-23,RM_0053,CL_00131,Paused,45462.73
SIP_000843,2026-04-23,RM_0043,CL_00328,Active,3022.47
SIP_002152,2026-05-11,RM_0047,CL_00695,Active,15472.92
SIP_003011,2026-05-17,RM_0058,CL_00124,Paused,38393.46
SIP_004674,2026-05-21,RM_0001,CL_00824,Active,49522.12
SIP_000568,2026-04-26,RM_0059,CL_00491,Active,7921.87
SIP_004850,2026-06-15,RM_0007,CL_00112,Paused,4370.45
SIP_002723,2026-05-08,RM_0056,CL_00198,Active,44617.15
SIP_001159,2026-04-26,RM_0047,CL_00769,Paused,33092.64
SIP_005098,2026-07-02,RM_0033,CL_00402,Paused,49762.5
SIP_003311,2026-06-01,RM_0008,CL_00023,Active,16017.0
SIP_004736,2026-04-18,RM_0039,CL_00760,Paused,25484.03
SIP_003346,2026-05-18,RM_0043,CL_00794,Stopped,44402.84
SIP_001864,2026-06-05,RM_0041,CL_00397,Active,1788.86
SIP_005715,2026-06-21,RM_0031,CL_00854,Active,4566.69
SIP_001632,2026-04-12,RM_0049,CL_00508,Active,16825.79
SIP_005977,2026-05-18,RM_0044,CL_00151,Paused,26069.4
SIP_003363,2026-04-25,RM_0049,CL_00526,Active,28475.04
SIP_005756,2026-05-07,RM_0012,CL_00893,Active,831.11
SIP_000166,2026-05-12,RM_0037,CL_00785,Active,3217.24
SIP_003510,2026-05-20,RM_0037,CL_00785,Stopped,19758.93
SIP_004932,2026-05-14,RM_0006,CL_00630,Active,21516.17
SIP_001388,2026-04-15,RM_0039,CL_00802,,3653.09
SIP_001161,2026-06-09,RM_0004,CL_00740,Paused,5873.45
SIP_005584,2026-05-25,RM_0033,CL_00259,Paused,3683.27
SIP_002494,2026-04-10,RM_0022,CL_00321,Active,12547.9
SIP_005338,2026-05-04,RM_0028,CL_00712,Active,6894.95
SIP_002010,2026-04-19,RM_0039,CL_00675,Stopped,26427.08
SIP_002469,2026-04-26,RM_0001,CL_00188,Stopped,33229.46
SIP_002461,2026-06-04,RM_0058,CL_00597,Active,30728.23
SIP_004686,2026-05-17,RM_0004,CL_00075,Paused,49473.01
SIP_003818,2026-06-02,RM_0040,CL_00154,Stopped,3932.4
SIP_002453,2026-04-16,RM_0056,CL_00768,Stopped,29504.04
SIP_005709,2026-04-24,RM_0017,CL_00301,Active,4210.81
SIP_000850,2026-04-13,RM_0011,CL_00314,Active,29545.88
SIP_004952,2026-07-02,RM_0052,CL_00870,Stopped,2078.13
SIP_001392,2026-05-04,RM_0049,CL_00609,Paused,19279.69
SIP_005534,2026-06-30,RM_0028,CL_00032,Paused,43390.61
SIP_000862,2026-06-06,RM_0033,CL_00174,Active,23648.42
SIP_000495,2026-06-07,RM_0033,CL_00843,Stopped,45690.54
SIP_003032,2026-06-08,RM_0002,CL_00030,Active,38128.87
SIP_005451,2026-06-03,RM_0027,CL_00097,Active,19397.87
SIP_000272,2026-05-22,RM_0017,CL_00373,Paused,19142.09
SIP_003692,2026-06-30,RM_0033,CL_00363,Active,10102.93
SIP_002956,2026-04-28,RM_0033,CL_00259,Paused,38772.59
SIP_003272,2026-04-07,RM_0017,CL_00406,Active,49328.46
SIP_000396,2026-06-20,RM_0009,CL_00831,Active,20738.66
SIP_000719,2026-04-21,RM_0037,CL_00785,Paused,7359.63
SIP_001710,2026-05-21,RM_0008,CL_00743,Active,36673.52
SIP_001074,2026-04-15,RM_0006,CL_00206,Paused,3294.84
SIP_005280,2026-06-26,RM_0002,CL_00055,Paused,30784.59
SIP_004296,2026-06-25,RM_0041,CL_00507,Active,48162.34
SIP_004340,2026-05-03,RM_0058,CL_00548,Paused,49576.98
SIP_005533,2026-06-10,RM_0049,CL_00723,Paused,25639.25
SIP_000797,2026-04-23,RM_0041,CL_00617,Paused,33886.41
SIP_005985,2026-05-08,RM_0017,CL_00863,Active,47282.71
SIP_004558,2026-04-17,RM_0004,CL_00560,Active,31108.02
SIP_003137,2026-04-29,RM_0016,CL_00734,Active,48512.55
SIP_004760,2026-06-28,RM_0006,CL_00404,Stopped,40979.54
SIP_005393,2026-06-30,RM_0006,CL_00395,Active,2702.89
SIP_002551,2026-06-02,RM_0002,CL_00213,Active,15476.46
SIP_003547,2026-05-12,RM_0001,CL_00157,Paused,32994.54
SIP_002417,2026-04-05,RM_0028,CL_00061,Paused,6539.71
SIP_001008,2026-05-05,RM_0006,CL_00730,Active,20066.66
SIP_000954,2026-06-08,RM_0058,CL_00586,Stopped,38932.46
SIP_005275,2026-05-24,RM_0028,CL_00163,Paused,9071.96
SIP_005854,2026-05-21,RM_0010,CL_00141,Active,27666.38
SIP_002118,2026-04-07,RM_0033,CL_00857,Active,31921.6
SIP_000138,2026-05-10,RM_0027,CL_00371,Active,26327.04
SIP_001657,2026-05-26,RM_0008,CL_00863,Active,12280.93
SIP_004936,2026-05-09,RM_0037,CL_00867,Paused,5093.54
SIP_000210,2026-06-21,RM_0060,CL_00523,Active,14113.66
SIP_000319,2026-05-08,RM_0006,CL_00825,Stopped,39963.95
SIP_005444,2026-05-20,RM_0057,CL_00672,Active,36215.69
SIP_000688,2026-06-04,RM_0049,CL_00688,Paused,20236.63
SIP_002082,2026-05-23,RM_0049,CL_00166,Stopped,17054.07
SIP_002745,2026-05-10,RM_0028,CL_00352,Active,3855.97
SIP_001833,2026-07-03,RM_0021,CL_00127,Active,40751.98
SIP_000919,2026-05-26,RM_0058,CL_00597,Active,41686.12
SIP_001241,2026-04-26,RM_0008,CL_00442,Paused,33941.94
SIP_002324,2026-06-15,RM_0037,CL_00414,Active,30404.75
SIP_000391,2026-04-25,RM_0057,CL_00230,Paused,17253.71
SIP_005296,2026-05-13,RM_0039,CL_00529,Active,19640.27
SIP_005832,2026-05-23,RM_0043,CL_00450,Active,39185.31
SIP_002519,2026-06-26,RM_0040,CL_00798,Stopped,6466.93
SIP_003422,2026-05-28,RM_0061,CL_00371,Paused,48296.97
SIP_001556,2026-04-25,RM_0001,CL_00762,Paused,16116.79
SIP_003597,2026-07-04,RM_0037,CL_00113,Active,44116.37
SIP_005146,2026-04-19,RM_0056,CL_00545,Paused,35642.66
SIP_005498,2026-06-11,RM_0049,CL_00360,Active,37944.13
SIP_001169,2026-05-02,RM_0057,CL_00711,Paused,38391.47
SIP_005181,2026-06-13,RM_0028,CL_00712,Active,24689.42
SIP_000935,2026-05-25,RM_0004,CL_00396,Paused,2711.47
SIP_001256,2026-07-02,RM_0017,CL_00419,Active,6868.94
SIP_003220,2026-04-19,RM_0053,CL_00852,Active,11693.99
SIP_005494,2026-04-07,RM_0047,CL_00603,Paused,14472.7
SIP_005738,2026-05-04,RM_0057,CL_00752,Active,21069.19
SIP_000810,2026-04-14,RM_0015,CL_00726,Paused,33259.75
SIP_004994,2026-04-05,RM_0043,CL_00400,Stopped,5238.17
SIP_005592,2026-05-17,RM_0012,CL_00593,Paused,42731.25
SIP_000292,2026-05-04,RM_0007,CL_00820,Stopped,4419.72
SIP_000321,2026-04-25,RM_0007,CL_00819,Paused,28343.9
SIP_002002,2026-06-30,RM_0001,CL_00546,Paused,20751.1
SIP_005848,2026-06-25,RM_0017,CL_00111,Paused,44364.98
SIP_000438,2026-06-07,RM_0049,CL_00610,Stopped,6299.99
SIP_000005,2026-05-03,RM_0002,CL_00581,Active,31613.39
SIP_002132,2026-04-22,RM_0041,CL_00656,,34475.25
SIP_002882,2026-05-06,RM_0033,CL_00540,Stopped,46759.13
SIP_000884,2026-05-16,RM_0053,CL_00626,Paused,34606.5
SIP_003660,2026-05-02,RM_0010,CL_00835,Active,37664.89
SIP_000368,2026-05-18,RM_0033,CL_00190,Active,21720.92
SIP_001775,2026-04-22,RM_0022,CL_00879,Stopped,13119.45
SIP_004487,2026-07-03,RM_0043,CL_00781,Paused,2521.57
SIP_002793,2026-05-22,RM_0015,CL_00282,Active,20530.56
SIP_002869,2026-05-30,RM_0053,CL_00595,Active,2715.62
SIP_003689,2026-05-02,RM_0044,CL_00900,Active,37329.2
SIP_005668,2026-04-27,RM_0028,CL_00264,Active,12743.48
SIP_002568,2026-04-09,RM_0043,CL_00197,Active,4568.97
SIP_001071,2026-04-30,RM_0006,CL_00348,Active,25491.88
SIP_005238,2026-07-01,RM_0002,CL_00403,Paused,40924.9
SIP_000598,2026-05-29,RM_0040,CL_00181,Stopped,19382.91
SIP_001310,2026-04-21,RM_0002,CL_00010,Active,917.78
SIP_003881,2026-05-09,RM_0033,CL_00390,Stopped,22950.9
SIP_001730,2026-06-18,RM_0017,CL_00640,Stopped,4865.94
SIP_005352,2026-05-04,RM_0052,CL_00631,Paused,13632.63
SIP_000909,2026-06-19,RM_0010,CL_00823,Active,11133.7
SIP_005505,2026-06-06,RM_0058,CL_00021,Active,29395.34
SIP_005167,2026-06-14,RM_0049,CL_00883,Stopped,17067.22
SIP_005508,2026-04-14,RM_0041,CL_00074,Active,27701.19
SIP_003838,2026-05-01,RM_0049,CL_00302,Active,42198.73
SIP_001819,2026-06-03,RM_0008,CL_00727,Paused,9428.64
SIP_004097,2026-06-22,RM_0001,CL_00650,Paused,7269.32
SIP_003374,2026-06-19,RM_0058,CL_00673,Stopped,924.68
SIP_002440,2026-06-18,RM_0043,CL_00579,Active,40486.63
SIP_001284,2026-04-26,RM_0049,CL_00217,Stopped,39775.27
SIP_001121,2026-04-30,RM_0001,CL_00750,Stopped,47835.47
SIP_000536,2026-05-07,RM_0043,CL_00646,Active,36924.18
SIP_001515,2026-06-07,RM_0043,CL_00328,Active,42138.13
SIP_003125,2026-05-26,RM_0040,CL_00036,Active,37622.66
SIP_001619,2026-04-27,RM_0021,CL_00384,Active,11421.39
SIP_000114,2026-04-19,RM_0008,CL_00454,Active,5286.75
SIP_003177,2026-04-15,RM_0045,CL_00587,Active,1501.26
SIP_000361,2026-04-28,RM_0022,CL_00003,Stopped,10890.54
SIP_005903,2026-06-24,RM_0037,CL_00495,Paused,47451.82
SIP_002017,2026-05-26,RM_0057,CL_00672,Paused,4231.21
SIP_005171,2026-06-07,RM_0047,CL_00391,Active,44749.49
SIP_000440,2026-05-19,RM_0040,CL_00370,Active,29019.26
SIP_002966,2026-05-15,RM_0002,CL_00161,Active,19652.25
SIP_000179,2026-05-06,RM_0007,CL_00452,Active,3297.32
SIP_000612,2026-07-02,RM_0012,CL_00225,Stopped,47524.91
SIP_002636,2026-06-21,RM_0044,CL_00900,Active,35568.68
SIP_003977,2026-06-30,RM_0033,CL_00367,Active,12841.57
SIP_002272,2026-06-14,RM_0017,CL_00751,Paused,33035.29
SIP_001269,2026-05-10,RM_0049,CL_00826,Active,770.62
SIP_004081,2026-06-20,RM_0057,CL_00672,Active,13477.0
SIP_002054,2026-06-14,RM_0007,CL_00452,Active,3039.1
SIP_003596,2026-06-23,RM_0004,CL_00377,Stopped,31677.52
SIP_000033,2026-06-26,RM_0006,CL_00542,Paused,48529.73
SIP_004361,2026-05-26,RM_0033,CL_00837,Paused,33869.83
SIP_000266,2026-06-25,RM_0053,CL_00595,Active,14845.92
SIP_003199,2026-04-17,RM_0027,CL_00087,Active,43909.72
SIP_003694,2026-04-18,RM_0059,CL_00878,Paused,12204.29
SIP_001505,2026-04-27,RM_0033,CL_00462,Active,16475.67
SIP_002431,2026-06-24,RM_0017,CL_00844,Paused,15853.69
SIP_005740,2026-05-13,RM_0009,CL_00831,Active,41238.98
SIP_003917,2026-04-22,RM_0053,CL_00158,Active,40041.85
SIP_004284,2026-05-19,RM_0049,CL_00749,Active,16593.22
SIP_005228,2026-06-21,RM_0047,CL_00231,Paused,34598.27
SIP_002667,2026-05-16,RM_0040,CL_00415,Stopped,11446.34
SIP_000796,2026-06-03,RM_0027,CL_00362,Stopped,24283.77
SIP_002194,2026-04-14,RM_0022,CL_00401,Stopped,3415.23
SIP_002058,2026-07-03,RM_0006,CL_00506,Paused,11242.62
SIP_000340,2026-05-13,RM_0049,CL_00409,Stopped,3828.6
SIP_005870,2026-05-14,RM_0028,CL_00143,Stopped,12177.86
SIP_002048,2026-04-16,RM_0002,CL_00082,Active,22233.58
