IAP_ID,Date,rm_id,client_id,iap_amount
IAP_001586,2026-05-16,RM_0010,CL_00380,8094.79
IAP_001028,2026-06-06,RM_0041,CL_00507,23436.9
IAP_000980,2026-04-16,RM_0028,CL_00832,49297.89
IAP_000508,2026-04-06,RM_0015,CL_00013,33113.26
IAP_002030,2026-06-20,RM_0053,CL_00852,41931.22
IAP_002188,2026-04-11,RM_0004,CL_00661,35715.71
IAP_000903,2026-06-02,RM_0028,CL_00832,32041.61
IAP_000499,2026-06-12,RM_0012,CL_00225,46795.67
IAP_001021,2026-05-02,RM_0049,CL_00218,75210.53
IAP_000584,2026-06-30,RM_0028,CL_00325,28043.27
IAP_001457,2026-06-30,RM_0010,CL_00805,2170.74
IAP_000222,2026-06-02,RM_0041,CL_00481,35508.48
IAP_001661,2026-06-25,RM_0049,CL_00883,76510.37
IAP_000468,2026-06-05,RM_0041,CL_00656,21465.14
IAP_001718,2026-05-30,RM_0002,CL_00084,87864.66
IAP_000064,2026-06-03,RM_0006,CL_00456,77172.25
IAP_001192,2026-05-31,RM_0060,CL_00344,8385.42
IAP_001751,2026-06-04,RM_0012,CL_00593,75527.76
IAP_000060,2026-04-23,RM_0016,CL_00122,68957.16
IAP_001445,2026-06-28,RM_0033,CL_00259,95895.82
IAP_000484,2026-04-18,RM_0057,CL_00583,69717.93
IAP_002013,2026-04-06,RM_0060,CL_00388,67744.06
IAP_001526,2026-04-30,RM_0010,CL_00532,94377.78
IAP_001238,2026-06-24,RM_0004,CL_00799,66803.57
IAP_001618,2026-04-24,RM_0058,CL_00124,28286.85
IAP_001096,2026-04-14,RM_0041,CL_00169,64677.93
IAP_000355,2026-06-13,RM_0047,CL_00603,17878.74
IAP_000512,2026-05-08,RM_0033,CL_00066,69663.98
IAP_001363,2026-04-18,RM_0006,CL_00825,64627.56
IAP_000982,2026-04-08,RM_0041,CL_00363,71273.45
IAP_001239,2026-05-02,RM_0039,CL_00461,73836.41
IAP_002082,2026-04-27,RM_0059,CL_00069,60707.78
IAP_001639,2026-05-15,RM_0001,CL_00750,14525.75
IAP_000187,2026-04-15,RM_0027,CL_00563,78908.48
IAP_001497,2026-05-22,RM_0033,CL_00044,63569.14
IAP_000356,2026-05-15,RM_0028,CL_00106,95296.86
IAP_001578,2026-05-09,RM_0016,CL_00446,7977.45
IAP_001655,2026-04-23,RM_0004,CL_00572,43361.23
IAP_001031,2026-05-13,RM_0043,CL_00856,70271.11
IAP_000117,2026-05-22,RM_0053,CL_00107,79662.94
IAP_001335,2026-06-19,RM_0033,CL_00784,14932.48
IAP_001016,2026-06-09,RM_0035,CL_00308,56033.85
IAP_000878,2026-05-12,RM_0002,CL_00494,2365.18
IAP_000727,2026-06-07,RM_0028,CL_00352,97718.1
IAP_001843,2026-05-16,RM_0043,CL_00422,35851.27
IAP_001489,2026-05-04,RM_0057,CL_00693,71744.03
IAP_000051,2026-06-03,RM_0044,CL_00418,55044.96
IAP_002037,2026-04-29,RM_0011,CL_00682,30340.53
IAP_001240,2026-05-02,RM_0028,CL_00100,68499.11
IAP_001032,2026-05-30,RM_0015,CL_00350,65386.74
IAP_001049,2026-06-10,RM_0058,CL_00247,95282.92
IAP_000070,2026-05-04,RM_0001,CL_00477,19545.65
IAP_001907,2026-06-20,RM_0041,CL_00444,34195.72
IAP_001418,2026-06-06,RM_0041,CL_00420,56940.39
IAP_000712,2026-06-30,RM_0047,CL_00693,17166.66
IAP_002117,2026-06-07,RM_0049,CL_00610,82324.47
IAP_001122,2026-05-09,RM_0045,CL_00773,30024.86
IAP_001057,2026-05-08,RM_0002,CL_00398,65139.01
IAP_001433,2026-04-25,RM_0043,CL_00024,37288.48
IAP_000448,2026-05-30,RM_0012,CL_00238,13472.34
IAP_000028,2026-05-04,RM_0009,CL_00339,91932.78
IAP_001982,2026-05-26,RM_0056,CL_00198,5315.29
IAP_000645,2026-06-21,RM_0053,CL_00633,29837.68
IAP_002143,2026-05-23,RM_0021,CL_00847,20696.15
IAP_000934,2026-06-30,RM_0047,CL_00738,66736.39
IAP_000929,2026-05-22,RM_0059,CL_00135,4327.67
IAP_001132,2026-04-15,RM_0057,CL_00326,26429.42
IAP_001060,2026-06-19,RM_0060,CL_00841,39852.71
IAP_000845,2026-06-28,RM_0028,CL_00288,93525.28
IAP_002078,2026-05-06,RM_0021,CL_00697,78144.58
IAP_001480,2026-05-07,RM_0004,CL_00168,43164.7
IAP_001963,2026-07-03,RM_0028,CL_00035,15136.49
IAP_001848,2026-05-27,RM_0002,CL_00898,95404.59
IAP_001521,2026-06-02,RM_0056,CL_00528,76422.36
IAP_000342,2026-07-04,RM_0040,CL_00036,14803.97
IAP_001726,2026-06-19,RM_0015,CL_00059,35150.75
IAP_001117,2026-06-24,RM_0022,CL_00089,28069.51
IAP_000157,2026-06-27,RM_0053,CL_00148,73708.23
IAP_001570,2026-05-02,RM_0004,CL_00551,83207.52
IAP_001854,2026-06-06,RM_0040,CL_00372,52035.67
IAP_001072,2026-06-19,RM_0008,CL_00019,41474.63
IAP_001473,2026-04-25,RM_0004,CL_00396,52089.96
IAP_001937,2026-06-20,RM_0053,CL_00284,54409.87
IAP_000269,2026-04-06,RM_0047,CL_00502,84552.09
IAP_001257,2026-04-24,RM_0047,CL_00538,70463.04
IAP_000530,2026-06-11,RM_0041,CL_00589,93987.25
IAP_000770,2026-06-15,RM_0031,CL_00057,70071.79
IAP_001380,2026-05-19,RM_0027,CL_00371,73633.15
IAP_002156,2026-05-28,RM_0027,CL_00370,6601.93
IAP_001771,2026-05-22,RM_0043,CL_00240,41678.43
IAP_001562,2026-06-17,RM_0031,CL_00123,50959.31
IAP_000471,2026-06-13,RM_0015,CL_00812,71402.62
IAP_001781,2026-07-04,RM_0027,CL_00087,73734.6
IAP_002166,2026-04-27,RM_0043,CL_00567,56526.75
IAP_000646,2026-04-22,RM_0028,CL_00313,38744.31
IAP_000607,2026-05-08,RM_0004,CL_00483,56065.15
IAP_001936,2026-05-17,RM_0009,CL_00688,35995.62
IAP_000582,2026-05-17,RM_0041,CL_00128,30912.91
IAP_001218,2026-04-26,RM_0043,CL_00160,43003.89
IAP_000810,2026-04-12,RM_0022,CL_00775,44821.7
IAP_000505,2026-05-15,RM_0044,CL_00900,32065.8
IAP_001355,2026-06-11,RM_0039,CL_00717,91644.71
IAP_000841,2026-04-30,RM_0027,CL_00134,16298.91
IAP_000363,2026-04-25,RM_0015,CL_00449,35005.93
IAP_001356,2026-06-15,RM_0017,CL_00844,30366.3
IAP_001449,2026-05-28,RM_0027,CL_00426,90142.34
IAP_000274,2026-05-14,RM_0059,CL_00281,57677.73
IAP_000664,2026-06-08,RM_0047,CL_00391,52649.32
IAP_000806,2026-04-25,RM_0015,CL_00726,58770.28
IAP_001148,2026-05-19,RM_0009,CL_00041,24431.86
IAP_001904,2026-05-07,RM_0015,CL_00437,72965.15
IAP_002084,2026-06-06,RM_0059,CL_00022,38553.98
IAP_000863,2026-04-22,RM_0021,CL_00048,57143.46
IAP_000688,2026-06-06,RM_0047,CL_00454,67593.92
IAP_001546,2026-05-15,RM_0041,CL_00496,34466.85
IAP_000208,2026-06-19,RM_0043,CL_00525,68569.63
IAP_000412,2026-04-11,RM_0028,CL_00610,5178.28
IAP_001172,2026-04-13,RM_0010,CL_00129,93919.31
IAP_001605,2026-07-04,RM_0045,CL_00034,32549.05
IAP_001352,2026-05-08,RM_0049,CL_00126,44425.67
IAP_000007,2026-06-09,RM_0040,CL_00274,15947.04
IAP_002108,2026-06-22,RM_0053,CL_00633,48991.75
IAP_001529,2026-05-26,RM_0039,CL_00717,68495.42
IAP_000794,2026-07-01,RM_0039,CL_00651,50783.75
IAP_002147,2026-06-15,RM_0021,CL_00697,78292.31
IAP_001435,2026-05-15,RM_0053,CL_00098,52966.13
IAP_001569,2026-05-26,RM_0022,CL_00519,56261.98
IAP_002055,2026-04-28,RM_0016,CL_00319,20473.19
IAP_000178,2026-04-17,RM_0043,CL_00591,23473.46
IAP_001920,2026-04-14,RM_0056,CL_00236,86555.62
IAP_001794,2026-05-12,RM_0039,CL_00704,49373.74
IAP_000133,2026-06-19,RM_0017,CL_00070,11591.84
IAP_001322,2026-05-13,RM_0040,CL_00492,76225.98
IAP_001846,2026-06-23,RM_0016,CL_00760,77385.42
IAP_001837,2026-05-04,RM_0041,CL_00507,74588.64
IAP_001613,2026-05-28,RM_0010,CL_00805,43176.58
IAP_000787,2026-06-03,RM_0004,CL_00896,28766.47
IAP_002186,2026-06-13,RM_0043,CL_00422,98348.47
IAP_001193,2026-05-31,RM_0006,CL_00471,72483.55
IAP_000875,2026-04-05,RM_0058,CL_00081,92449.16
IAP_000410,2026-05-09,RM_0039,CL_00821,65536.24
IAP_000514,2026-06-26,RM_0049,CL_00653,88645.56
IAP_000286,2026-05-26,RM_0022,CL_00725,89733.34
IAP_001051,2026-05-19,RM_0031,CL_00123,17520.15
IAP_001144,2026-04-28,RM_0006,CL_00881,62602.7
IAP_001202,2026-06-13,RM_0049,CL_00681,34640.83
IAP_001052,2026-05-27,RM_0041,CL_00086,17048.62
IAP_000393,2026-05-24,RM_0004,CL_00007,33697.85
IAP_000175,2026-05-08,RM_0002,CL_00838,65022.03
IAP_000023,2026-06-17,RM_0002,CL_00844,80687.84
IAP_000379,2026-06-26,RM_0028,CL_00009,35439.91
IAP_000949,2026-04-29,RM_0033,CL_00666,42006.47
IAP_001620,2026-04-18,RM_0033,CL_00666,59352.28
IAP_002053,2026-05-16,RM_0045,CL_00216,22263.49
IAP_001146,2026-05-21,RM_0022,CL_00879,38011.16
IAP_000223,2026-05-14,RM_0049,CL_00358,67644.65
IAP_000112,2026-05-06,RM_0001,CL_00790,61829.39
IAP_001366,2026-04-29,RM_0063,CL_00110,6108.12
IAP_000815,2026-05-30,RM_0054,CL_00929,24537.42
IAP_001289,2026-05-31,RM_0010,CL_00918,62329.72
IAP_000677,2026-04-24,RM_0053,CL_00131,18285.24
IAP_001022,2026-05-16,RM_0022,CL_00003,11048.25
IAP_001291,2026-05-01,RM_0047,CL_00137,44246.87
IAP_001991,2026-06-21,RM_0035,CL_00513,35214.85
IAP_000900,2026-04-06,RM_0028,CL_00765,14309.99
IAP_001828,2026-04-16,RM_0053,CL_00001,72634.77
IAP_000248,2026-04-18,RM_0057,CL_00054,49273.83
IAP_001554,2026-05-08,RM_0021,CL_00103,25409.27
IAP_000392,2026-05-03,RM_0006,CL_00647,45105.03
IAP_000545,2026-06-02,RM_0033,CL_00132,69792.02
IAP_002087,2026-04-29,RM_0049,CL_00114,85812.26
IAP_000195,2026-06-26,RM_0057,CL_00886,68757.32
IAP_001328,2026-04-27,RM_0006,CL_00646,33030.6
IAP_000510,2026-06-16,RM_0047,CL_00017,66765.61
IAP_001214,2026-06-20,RM_0028,CL_00527,31657.56
IAP_001383,2026-05-14,RM_0056,CL_00198,63558.25
IAP_000709,2026-05-24,RM_0027,CL_00272,48292.46
IAP_000309,2026-05-23,RM_0033,CL_00857,89082.09
IAP_000874,2026-06-17,RM_0041,CL_00507,9031.49
IAP_001400,2026-04-24,RM_0039,CL_00623,42671.38
IAP_001703,2026-05-29,RM_0016,CL_00122,11065.42
IAP_001653,2026-06-24,RM_0015,CL_00270,98023.87
IAP_000211,2026-07-02,RM_0006,CL_00193,98661.82
IAP_001308,2026-04-26,RM_0039,CL_00744,26660.13
IAP_001438,2026-06-06,RM_0054,CL_00559,22753.43
IAP_001672,2026-05-31,RM_0010,CL_00129,87530.94
IAP_001337,2026-05-27,RM_0015,CL_00356,94692.25
IAP_001895,2026-06-16,RM_0010,CL_00436,9676.27
IAP_000738,2026-05-04,RM_0022,CL_00775,86887.73
IAP_002075,2026-04-28,RM_0001,CL_00327,21162.99
IAP_002137,2026-04-07,RM_0045,CL_00635,52965.79
IAP_000617,2026-04-17,RM_0056,CL_00768,40041.72
IAP_000253,2026-05-25,RM_0049,CL_00114,87352.5
IAP_000685,2026-07-01,RM_0009,CL_00831,55706.46
IAP_000554,2026-06-28,RM_0059,CL_00469,20791.59
IAP_000495,2026-05-04,RM_0028,CL_00143,58324.18
IAP_000939,2026-05-10,RM_0044,CL_00900,99544.07
IAP_002180,2026-05-03,RM_0049,CL_00240,17111.94
IAP_000891,2026-06-30,RM_0028,CL_00032,51155.58
IAP_000756,2026-06-06,RM_0049,CL_00592,88865.96
IAP_002003,2026-05-25,RM_0053,CL_00148,11048.69
IAP_001147,2026-04-17,RM_0033,CL_00701,49188.08
IAP_002152,2026-05-11,RM_0041,CL_00137,37772.87
IAP_002169,2026-04-06,RM_0022,CL_00276,18376.78
IAP_000378,2026-05-06,RM_0001,CL_00004,65900.98
IAP_000987,2026-06-27,RM_0002,CL_00200,47587.56
IAP_000006,2026-05-07,RM_0027,CL_00081,56004.67
IAP_002051,2026-04-06,RM_0002,CL_00183,36435.14
IAP_002113,2026-06-14,RM_0027,CL_00362,37678.92
IAP_002122,2026-06-16,RM_0028,CL_00772,21773.58
IAP_000144,2026-04-14,RM_0021,CL_00223,10312.34
IAP_002164,2026-05-05,RM_0010,CL_00119,82785.52
IAP_001537,2026-05-25,RM_0033,CL_00690,20712.75
IAP_000179,2026-04-22,RM_0015,CL_00155,34607.18
IAP_000341,2026-04-13,RM_0041,CL_00613,24756.75
IAP_001690,2026-04-17,RM_0040,CL_00715,13855.2
IAP_001922,2026-06-19,RM_0006,CL_00825,74911.91
IAP_001010,2026-04-27,RM_0028,CL_00243,24106.25
IAP_001849,2026-05-30,RM_0043,CL_00306,41197.48
IAP_001728,2026-06-29,RM_0007,CL_00820,56574.49
IAP_000395,2026-05-17,RM_0053,CL_00131,81937.53
IAP_000196,2026-04-12,RM_0002,CL_00335,42851.72
IAP_001434,2026-05-10,RM_0015,CL_00748,85030.15
IAP_001011,2026-06-19,RM_0041,CL_00337,86222.56
IAP_000725,2026-05-30,RM_0061,CL_00577,70595.8
IAP_001796,2026-05-16,RM_0043,CL_00400,47549.96
IAP_001070,2026-04-26,RM_0006,CL_00647,37409.39
IAP_002135,2026-04-21,RM_0039,CL_00771,20798.94
IAP_000843,2026-06-25,RM_0001,CL_00051,9774.05
IAP_000380,2026-05-04,RM_0001,CL_00881,98419.23
IAP_000200,2026-05-16,RM_0031,CL_00057,84200.94
IAP_000251,2026-05-02,RM_0040,CL_00459,51425.91
IAP_000095,2026-07-01,RM_0006,CL_00774,65527.64
IAP_000647,2026-07-02,RM_0033,CL_00367,64778.59
IAP_001210,2026-06-08,RM_0047,CL_00738,85420.06
IAP_000914,2026-06-14,RM_0056,CL_00724,43181.37
IAP_000018,2026-05-10,RM_0015,CL_00425,67049.86
IAP_001750,2026-05-27,RM_0027,CL_00458,28811.88
IAP_000679,2026-04-08,RM_0053,CL_00431,36875.14
IAP_000687,2026-05-17,RM_0049,CL_00126,39152.31
IAP_001255,2026-05-19,RM_0008,CL_00928,12610.32
IAP_000106,2026-05-05,RM_0002,CL_00433,62304.35
IAP_001500,2026-05-12,RM_0043,CL_00721,76292.26
IAP_000204,2026-04-23,RM_0033,CL_00132,9523.21
IAP_001863,2026-05-01,RM_0017,CL_00537,67745.82
IAP_001510,2026-06-14,RM_0059,CL_00389,21094.36
IAP_001868,2026-06-17,RM_0041,CL_00617,97679.24
IAP_000768,2026-04-16,RM_0001,CL_00546,77096.71
IAP_001737,2026-05-30,RM_0035,CL_00348,35662.19
IAP_000397,2026-05-09,RM_0010,CL_00823,76489.99
IAP_002182,2026-06-24,RM_0027,CL_00426,83467.72
IAP_000523,2026-04-23,RM_0039,CL_00885,2954.44
IAP_002141,2026-06-20,RM_0039,CL_00529,83868.33
IAP_001280,2026-04-06,RM_0008,CL_00323,29491.76
IAP_000919,2026-04-12,RM_0040,CL_00787,54982.57
IAP_000698,2026-04-28,RM_0004,CL_00396,82312.35
IAP_000058,2026-04-15,RM_0015,CL_00748,22243.66
IAP_000165,2026-05-03,RM_0006,CL_00265,61569.1
IAP_000388,2026-05-01,RM_0043,CL_00579,23173.63
IAP_001250,2026-06-22,RM_0015,CL_00059,87651.7
IAP_000075,2026-05-19,RM_0004,CL_00396,53618.43
IAP_002068,2026-04-08,RM_0045,CL_00318,33479.48
IAP_001285,2026-06-22,RM_0027,CL_00426,39678.99
IAP_001228,2026-04-20,RM_0049,CL_00410,12965.66
IAP_002181,2026-05-19,RM_0037,CL_00445,73926.24
IAP_002120,2026-04-23,RM_0011,CL_00777,76332.43
IAP_002027,2026-04-28,RM_0004,CL_00349,21596.26
IAP_001152,2026-06-24,RM_0056,CL_00768,5618.16
IAP_001992,2026-07-02,RM_0043,CL_00851,86897.36
IAP_000880,2026-04-05,RM_0040,CL_00641,14648.05
IAP_001187,2026-06-10,RM_0002,CL_00256,72336.87
IAP_000108,2026-05-30,RM_0049,CL_00166,75858.41
IAP_000429,2026-06-07,RM_0053,CL_00158,48427.55
IAP_000923,2026-05-26,RM_0049,CL_00817,69119.42
IAP_001166,2026-06-23,RM_0004,CL_00740,44577.37
IAP_001593,2026-04-15,RM_0047,CL_00603,25332.41
IAP_000829,2026-05-07,RM_0001,CL_00746,97531.9
IAP_000203,2026-06-23,RM_0004,CL_00810,57600.88
IAP_000481,2026-06-02,RM_0039,CL_00706,65689.22
IAP_002145,2026-05-26,RM_0017,CL_00863,50295.7
IAP_000590,2026-06-07,RM_0015,CL_00028,60399.54
IAP_001036,2026-06-05,RM_0033,CL_00903,87403.84
IAP_000968,2026-06-15,RM_0053,CL_00116,10817.07
IAP_001656,2026-05-27,RM_0043,CL_00422,54021.92
IAP_000628,2026-04-17,RM_0037,CL_00867,61261.85
IAP_000406,2026-05-20,RM_0012,CL_00238,63743.18
IAP_000656,2026-07-01,RM_0006,CL_00265,10502.34
IAP_002110,2026-05-29,RM_0011,CL_00682,87430.34
IAP_001519,2026-04-29,RM_0043,CL_00153,80205.76
IAP_001791,2026-05-28,RM_0001,CL_00278,18510.36
IAP_001323,2026-04-16,RM_0037,CL_00890,43879.5
IAP_000833,2026-04-27,RM_0047,CL_00738,28680.22
IAP_001657,2026-04-28,RM_0060,CL_00439,22762.17
IAP_001378,2026-06-06,RM_0006,CL_00121,15245.68
IAP_000695,2026-04-08,RM_0045,CL_00913,76771.24
IAP_001758,2026-05-18,RM_0016,CL_00060,13118.69
IAP_001621,2026-06-03,RM_0027,CL_00842,5912.13
IAP_001425,2026-05-16,RM_0007,CL_00452,8458.82
IAP_001596,2026-06-16,RM_0049,CL_00279,38380.66
IAP_001549,2026-06-23,RM_0044,CL_00151,40834.91
IAP_001660,2026-06-22,RM_0002,CL_00581,80313.55
IAP_001287,2026-06-14,RM_0027,CL_00294,19631.89
IAP_000732,2026-04-05,RM_0015,CL_00268,88574.24
IAP_000225,2026-04-11,RM_0008,CL_00743,61203.71
IAP_000594,2026-06-21,RM_0006,CL_00354,39346.28
IAP_002160,2026-04-18,RM_0057,CL_00752,47787.13
IAP_001563,2026-06-29,RM_0045,CL_00411,39144.51
IAP_000952,2026-06-08,RM_0006,CL_00512,85111.51
IAP_001952,2026-05-13,RM_0040,CL_00571,60260.16
IAP_000413,2026-05-14,RM_0006,CL_00395,39065.27
IAP_000612,2026-05-27,RM_0006,CL_00354,38829.56
IAP_000580,2026-05-03,RM_0002,CL_00898,17545.57
IAP_000507,2026-06-28,RM_0041,CL_00379,16564.08
IAP_000014,2026-06-28,RM_0057,CL_00248,77899.61
IAP_001773,2026-05-08,RM_0016,CL_00767,24070.54
IAP_000996,2026-06-23,RM_0004,CL_00104,41594.55
IAP_001040,2026-04-28,RM_0006,CL_00553,53205.23
IAP_001015,2026-05-17,RM_0033,CL_00784,63540.24
IAP_000876,2026-05-09,RM_0040,CL_00622,81379.18
IAP_002097,2026-04-08,RM_0017,CL_00373,51368.6
IAP_001819,2026-06-03,RM_0035,CL_00663,58951.26
IAP_001233,2026-05-03,RM_0049,CL_00302,17448.3
IAP_001399,2026-04-10,RM_0012,CL_00702,87226.24
IAP_000029,2026-05-01,RM_0002,CL_00433,40738.48
IAP_000715,2026-05-12,RM_0043,CL_00422,91603.53
IAP_001079,2026-07-03,RM_0008,CL_00145,52141.15
IAP_000511,2026-04-19,RM_0001,CL_00824,23423.47
IAP_001783,2026-06-16,RM_0017,CL_00070,83182.64
IAP_001668,2026-06-14,RM_0049,CL_00166,79555.67
IAP_000784,2026-05-06,RM_0039,CL_00175,46470.11
IAP_001461,2026-06-09,RM_0017,CL_00640,42424.93
IAP_002052,2026-05-22,RM_0040,CL_00798,10751.65
IAP_000474,2026-06-26,RM_0006,CL_00015,10709.68
IAP_000721,2026-04-07,RM_0010,CL_00835,55236.71
IAP_002076,2026-04-12,RM_0049,CL_00214,30740.49
IAP_001683,2026-04-20,RM_0028,CL_00713,2019.96
IAP_001312,2026-06-27,RM_0039,CL_00821,97986.67
IAP_001093,2026-04-05,RM_0028,CL_00524,45348.19
IAP_002066,2026-05-13,RM_0037,CL_00867,98003.45
IAP_000479,2026-06-03,RM_0043,CL_00304,94377.98
IAP_000515,2026-05-12,RM_0006,CL_00796,73079.12
IAP_000660,2026-05-07,RM_0053,CL_00431,18499.35
IAP_001876,2026-04-15,RM_0060,CL_00050,38368.93
IAP_001929,2026-04-16,RM_0040,CL_00622,30072.96
IAP_001724,2026-05-29,RM_0035,CL_00261,41394.74
IAP_000302,2026-05-31,RM_0053,CL_00431,33183.32
IAP_000102,2026-05-04,RM_0040,CL_00154,88008.79
IAP_000560,2026-05-30,RM_0056,CL_00236,88602.48
IAP_001766,2026-04-29,RM_0057,CL_00440,4995.13
IAP_000372,2026-05-26,RM_0041,CL_00778,68770.01
IAP_001699,2026-05-22,RM_0007,CL_00880,28549.72
IAP_000747,2026-04-13,RM_0022,CL_00669,86847.24
IAP_001364,2026-05-16,RM_0027,CL_00286,13410.22
IAP_001261,2026-05-19,RM_0012,CL_00171,59659.12
IAP_001427,2026-04-17,RM_0049,CL_00508,11330.87
IAP_000822,2026-06-29,RM_0043,CL_00579,89330.39
IAP_001934,2026-04-16,RM_0033,CL_00540,5352.74
IAP_001198,2026-05-06,RM_0010,CL_00795,75736.54
IAP_000336,2026-06-23,RM_0006,CL_00881,44011.54
IAP_001607,2026-06-13,RM_0033,CL_00253,54075.55
IAP_001046,2026-06-18,RM_0002,CL_00618,11924.79
IAP_000432,2026-06-05,RM_0006,CL_00881,64873.15
IAP_000359,2026-05-08,RM_0043,CL_00422,8379.43
IAP_002092,2026-06-09,RM_0028,CL_00062,91593.45
IAP_001315,2026-04-15,RM_0053,CL_00158,94495.75
IAP_000158,2026-04-13,RM_0022,CL_00899,40358.58
IAP_001851,2026-04-19,RM_0015,CL_00763,66338.29
IAP_001196,2026-04-11,RM_0016,CL_00246,68618.89
IAP_001459,2026-05-25,RM_0043,CL_00033,88261.71
IAP_000708,2026-05-12,RM_0059,CL_00389,66027.9
IAP_002065,2026-06-16,RM_0060,CL_00544,66167.95
IAP_000125,2026-06-23,RM_0006,CL_00815,58510.17
IAP_001284,2026-06-22,RM_0022,CL_00664,45842.94
IAP_001809,2026-05-19,RM_0001,CL_00824,59815.92
IAP_000398,2026-05-07,RM_0049,CL_00548,63432.31
IAP_000989,2026-06-16,RM_0057,CL_00326,77358.78
IAP_001038,2026-05-13,RM_0002,CL_00403,42769.48
IAP_000857,2026-05-29,RM_0002,CL_00858,88470.92
IAP_000193,2026-04-17,RM_0027,CL_00484,88224.12
IAP_001634,2026-04-17,RM_0021,CL_00127,2673.69
IAP_001928,2026-06-25,RM_0045,CL_00779,70565.06
IAP_000746,2026-06-07,RM_0017,CL_00751,82234.45
IAP_001518,2026-04-12,RM_0057,CL_00711,30135.17
IAP_000055,2026-04-30,RM_0016,CL_00321,36105.3
IAP_000319,2026-04-10,RM_0027,CL_00556,23319.48
IAP_000068,2026-05-20,RM_0011,CL_00777,7827.37
IAP_001311,2026-05-09,RM_0027,CL_00272,34439.59
IAP_001083,2026-06-11,RM_0056,CL_00545,49119.87
IAP_000760,2026-06-13,RM_0016,CL_00246,34945.31
IAP_000247,2026-05-11,RM_0039,CL_00392,59308.12
IAP_001713,2026-05-30,RM_0027,CL_00331,65398.49
IAP_001844,2026-06-11,RM_0006,CL_00780,8505.15
IAP_001069,2026-04-22,RM_0044,CL_00357,3801.25
IAP_000318,2026-06-18,RM_0015,CL_00059,34063.5
IAP_000901,2026-05-27,RM_0045,CL_00779,77204.57
IAP_001108,2026-05-28,RM_0043,CL_00400,83563.17
IAP_000091,2026-05-27,RM_0009,CL_00499,69677.47
IAP_002116,2026-06-21,RM_0017,CL_00705,48216.56
IAP_001738,2026-05-22,RM_0043,CL_00160,58213.34
IAP_000659,2026-04-30,RM_0033,CL_00869,6341.64
IAP_000694,2026-05-24,RM_0043,CL_00252,14254.99
IAP_002016,2026-05-22,RM_0002,CL_00082,56577.07
IAP_000458,2026-05-24,RM_0039,CL_00874,74893.47
IAP_001222,2026-05-01,RM_0022,CL_00649,17173.26
IAP_000807,2026-05-29,RM_0022,CL_00899,89676.85
IAP_001581,2026-06-27,RM_0004,CL_00377,49859.15
IAP_002081,2026-06-07,RM_0028,CL_00636,98728.95
IAP_000136,2026-06-01,RM_0027,CL_00884,86735.34
IAP_000016,2026-06-27,RM_0028,CL_00288,89576.63
IAP_001385,2026-04-16,RM_0004,CL_00555,56296.34
IAP_001326,2026-05-16,RM_0044,CL_00327,17227.18
IAP_000209,2026-04-23,RM_0053,CL_00131,55798.72
IAP_001104,2026-04-27,RM_0002,CL_00200,16057.19
IAP_000548,2026-04-26,RM_0043,CL_00160,2197.82
IAP_000121,2026-05-08,RM_0049,CL_00592,64249.0
IAP_001453,2026-04-28,RM_0047,CL_00137,86085.07
IAP_000546,2026-06-15,RM_0059,CL_00389,55568.54
IAP_000367,2026-06-07,RM_0017,CL_00868,27316.23
IAP_000578,2026-04-21,RM_0037,CL_00785,8225.01
IAP_001775,2026-05-20,RM_0057,CL_00672,71557.02
IAP_000217,2026-06-27,RM_0047,CL_00769,37381.59
IAP_001764,2026-04-07,RM_0060,CL_00523,91375.97
IAP_001106,2026-05-29,RM_0033,CL_00784,10104.62
IAP_000044,2026-06-14,RM_0008,CL_00247,55009.79
IAP_000592,2026-05-08,RM_0002,CL_00171,78642.48
IAP_001071,2026-05-07,RM_0054,CL_00829,50216.34
IAP_002089,2026-04-24,RM_0045,CL_00587,25475.14
IAP_001803,2026-04-12,RM_0041,CL_00080,56453.41
IAP_001887,2026-04-17,RM_0040,CL_00036,89837.83
IAP_001174,2026-05-30,RM_0039,CL_00262,98303.22
IAP_000811,2026-04-15,RM_0040,CL_00334,17062.99
IAP_001373,2026-05-17,RM_0060,CL_00700,79592.97
IAP_000611,2026-06-15,RM_0027,CL_00817,3673.28
IAP_001145,2026-05-05,RM_0021,CL_00872,76141.38
IAP_000435,2026-04-27,RM_0027,CL_00484,12556.8
IAP_001834,2026-06-18,RM_0033,CL_00174,90336.51
IAP_000482,2026-04-20,RM_0047,CL_00808,60770.35
IAP_000932,2026-06-26,RM_0041,CL_00080,46926.24
IAP_001080,2026-06-14,RM_0006,CL_00244,93687.97
IAP_001782,2026-04-30,RM_0002,CL_00171,42043.26
IAP_001325,2026-04-25,RM_0009,CL_00499,6492.38
IAP_001908,2026-05-30,RM_0012,CL_00702,22803.22
IAP_001064,2026-04-11,RM_0011,CL_00737,98062.0
IAP_002019,2026-06-13,RM_0059,CL_00389,15405.93
IAP_000381,2026-04-12,RM_0045,CL_00587,48415.96
IAP_001840,2026-05-19,RM_0006,CL_00244,35389.77
IAP_001890,2026-06-06,RM_0058,CL_00516,97798.37
IAP_000424,2026-05-30,RM_0031,CL_00654,27884.52
IAP_000860,2026-04-28,RM_0040,CL_00492,55503.09
IAP_002123,2026-05-27,RM_0049,CL_00653,82426.5
