Insurance_ID,Date,rm_id,client_id,Insurance_Amount
Insurance_000874,2026-06-30,RM_0041,CL_00496,122759.75
Insurance_000373,2026-06-28,RM_0012,CL_00451,33844.89
Insurance_001477,2026-04-11,RM_0009,CL_00250,151584.31
Insurance_001078,2026-06-13,RM_0049,CL_00217,172921.15
Insurance_000395,2026-05-27,RM_0041,CL_00496,116052.66
Insurance_002253,2026-04-20,RM_0033,CL_00259,52343.11
Insurance_001447,2026-04-22,RM_0001,CL_00721,104707.33
Insurance_000302,2026-04-26,RM_0033,CL_00011,6404.42
Insurance_002474,2026-06-15,RM_0043,CL_00306,138371.96
Insurance_001558,2026-04-28,RM_0017,CL_00419,132244.24
Insurance_001225,2026-05-01,RM_0008,CL_00743,138606.58
Insurance_002260,2026-04-17,RM_0015,CL_00709,134360.49
Insurance_002470,2026-05-24,RM_0004,CL_00560,150243.97
Insurance_000687,2026-07-04,RM_0028,CL_00772,26175.66
Insurance_001420,2026-04-30,RM_0059,CL_00135,160810.93
Insurance_000844,2026-04-27,RM_0052,CL_00426,80903.02
Insurance_002168,2026-04-08,RM_0043,CL_00634,49041.97
Insurance_000603,2026-06-06,RM_0045,CL_00587,142243.07
Insurance_000177,2026-04-23,RM_0021,CL_00719,199894.54
Insurance_002452,2026-07-03,RM_0004,CL_00483,19943.39
Insurance_000978,2026-06-19,RM_0057,CL_00672,139271.94
Insurance_002026,2026-04-19,RM_0017,CL_00757,182204.73
Insurance_002278,2026-04-23,RM_0044,CL_00151,110000.97
Insurance_000768,2026-04-11,RM_0006,CL_00381,110187.27
Insurance_000412,2026-06-07,RM_0016,CL_00474,76086.55
Insurance_000251,2026-05-13,RM_0009,CL_00499,150460.63
Insurance_001997,2026-05-22,RM_0045,CL_00318,96886.82
Insurance_000232,2026-07-03,RM_0021,CL_00127,16063.15
Insurance_001511,2026-05-01,RM_0065,CL_00603,54834.48
Insurance_000391,2026-06-27,RM_0056,CL_00536,137460.23
Insurance_001895,2026-06-28,RM_0049,CL_00409,82839.52
Insurance_001608,2026-06-25,RM_0060,CL_00755,181671.95
Insurance_001076,2026-04-29,RM_0004,CL_00628,94178.23
Insurance_002037,2026-05-22,RM_0015,CL_00437,93845.94
Insurance_000621,2026-05-11,RM_0052,CL_00262,53695.32
Insurance_001071,2026-06-29,RM_0058,CL_00575,183506.44
Insurance_001265,2026-05-23,RM_0011,CL_00777,196614.22
Insurance_001388,2026-04-10,RM_0016,CL_00478,83840.95
Insurance_000881,2026-04-27,RM_0041,CL_00507,181178.07
Insurance_000927,2026-06-29,RM_0027,CL_00110,7740.74
Insurance_002422,2026-05-28,RM_0041,CL_00589,143989.22
Insurance_001332,2026-05-25,RM_0017,CL_00058,60562.32
Insurance_000797,2026-04-11,RM_0015,CL_00554,119812.49
Insurance_000172,2026-06-19,RM_0028,CL_00043,174770.3
Insurance_001814,2026-05-29,RM_0033,CL_00758,185719.61
Insurance_000296,2026-05-13,RM_0033,CL_00259,176786.27
Insurance_001713,2026-04-21,RM_0047,CL_00596,26730.3
Insurance_001261,2026-04-05,RM_0043,CL_00851,51377.89
Insurance_000054,2026-05-27,RM_0022,CL_00899,150298.81
Insurance_001653,2026-05-13,RM_0021,CL_00384,130846.75
Insurance_002079,2026-06-03,RM_0053,CL_00148,49672.38
Insurance_001607,2026-04-12,RM_0002,CL_00180,101326.18
Insurance_000857,2026-06-24,RM_0009,CL_00250,55131.8
Insurance_001583,2026-05-03,RM_0015,CL_00812,15937.03
Insurance_000615,2026-05-19,RM_0009,CL_00269,54123.51
Insurance_000612,2026-05-27,RM_0033,CL_00186,31467.42
Insurance_000300,2026-05-02,RM_0015,CL_00748,107916.47
Insurance_000136,2026-06-10,RM_0049,CL_00360,106517.37
Insurance_000096,2026-05-03,RM_0041,CL_00251,107210.37
Insurance_001882,2026-06-12,RM_0028,CL_00288,104578.91
Insurance_000366,2026-05-24,RM_0031,CL_00039,143485.39
Insurance_001874,2026-05-27,RM_0043,CL_00328,164965.93
Insurance_001142,2026-06-10,RM_0006,CL_00630,164017.29
Insurance_001798,2026-05-21,RM_0058,CL_00466,196705.82
Insurance_002155,2026-06-27,RM_0054,CL_00828,74786.7
Insurance_001803,2026-06-27,RM_0059,CL_00694,11806.51
Insurance_000210,2026-05-27,RM_0053,CL_00131,138934.26
Insurance_000160,2026-06-08,RM_0053,CL_00497,85812.8
Insurance_001011,2026-04-15,RM_0027,CL_00503,171475.16
Insurance_001894,2026-04-21,RM_0021,CL_00444,29436.83
Insurance_001786,2026-06-07,RM_0027,CL_00864,19303.8
Insurance_000779,2026-06-13,RM_0001,CL_00721,56799.19
Insurance_000572,2026-05-13,RM_0017,CL_00022,119591.62
Insurance_002292,2026-05-22,RM_0053,CL_00220,97253.17
Insurance_001883,2026-05-22,RM_0002,CL_00408,78127.37
Insurance_001680,2026-04-12,RM_0017,CL_00705,55638.91
Insurance_000941,2026-05-02,RM_0015,CL_00720,184118.22
Insurance_001308,2026-04-30,RM_0004,CL_00460,182262.29
Insurance_000221,2026-06-30,RM_0009,CL_00499,135883.65
Insurance_000611,2026-06-13,RM_0043,CL_00634,22045.91
Insurance_001355,2026-06-11,RM_0028,CL_00106,20212.09
Insurance_002171,2026-06-30,RM_0049,CL_00114,103681.65
Insurance_002255,2026-05-26,RM_0057,CL_00248,138478.02
Insurance_001954,2026-06-05,RM_0027,CL_00864,44894.38
Insurance_001087,2026-04-27,RM_0049,CL_00279,15884.74
Insurance_000890,2026-05-01,RM_0001,CL_00188,106188.44
Insurance_001517,2026-05-15,RM_0039,CL_00487,110523.67
Insurance_001083,2026-05-07,RM_0027,CL_00484,47107.41
Insurance_000212,2026-06-01,RM_0022,CL_00276,124085.54
Insurance_000154,2026-06-16,RM_0058,CL_00586,142020.33
Insurance_002223,2026-06-29,RM_0001,CL_00928,56433.13
Insurance_002281,2026-04-21,RM_0031,CL_00292,72691.68
Insurance_000900,2026-05-07,RM_0010,CL_00129,16400.17
Insurance_000306,2026-06-01,RM_0017,CL_00604,173464.66
Insurance_000937,2026-05-12,RM_0028,CL_00165,23045.95
Insurance_001861,2026-05-01,RM_0015,CL_00059,155201.06
Insurance_000255,2026-05-28,RM_0047,CL_00538,11914.88
Insurance_001507,2026-06-27,RM_0049,CL_00166,84745.73
Insurance_000456,2026-06-01,RM_0035,CL_00110,168641.87
Insurance_001533,2026-04-20,RM_0033,CL_00002,197727.36
Insurance_002073,2026-05-19,RM_0035,CL_00297,66280.91
Insurance_001988,2026-05-09,RM_0039,CL_00704,138863.66
Insurance_001852,2026-05-13,RM_0022,CL_00775,94618.36
Insurance_000912,2026-05-12,RM_0041,CL_00656,108505.17
Insurance_000962,2026-05-31,RM_0041,CL_00656,136953.19
Insurance_001335,2026-05-31,RM_0045,CL_00517,101338.34
Insurance_000099,2026-05-27,RM_0040,CL_00715,52212.04
Insurance_000465,2026-05-18,RM_0027,CL_00110,47772.62
Insurance_001972,2026-06-15,RM_0049,CL_00723,149082.48
Insurance_000198,2026-04-06,RM_0039,CL_00192,140782.55
Insurance_000393,2026-04-25,RM_0028,CL_00045,10115.07
Insurance_002144,2026-04-19,RM_0052,CL_00870,138922.48
Insurance_000497,2026-04-17,RM_0053,CL_00595,140993.35
Insurance_000865,2026-04-11,RM_0028,CL_00264,69569.99
Insurance_002476,2026-04-30,RM_0022,CL_00417,150919.53
Insurance_002445,2026-06-09,RM_0045,CL_00687,99035.96
Insurance_001128,2026-04-15,RM_0040,CL_00582,168596.19
Insurance_001437,2026-05-12,RM_0004,CL_00504,155241.69
Insurance_001467,2026-07-03,RM_0004,CL_00810,77410.32
Insurance_002442,2026-05-26,RM_0043,CL_00304,122102.79
Insurance_000413,2026-05-31,RM_0015,CL_00155,46779.47
Insurance_001325,2026-05-17,RM_0027,CL_00081,128368.26
Insurance_001752,2026-04-14,RM_0002,CL_00183,11049.71
Insurance_002499,2026-04-18,RM_0010,CL_00141,165235.95
Insurance_002078,2026-04-07,RM_0045,CL_00687,168919.65
Insurance_000828,2026-05-11,RM_0037,CL_00678,25991.3
Insurance_002397,2026-05-30,RM_0012,CL_00713,53325.34
Insurance_001568,2026-06-15,RM_0045,CL_00660,9146.91
Insurance_001898,2026-06-20,RM_0002,CL_00161,138708.83
Insurance_002160,2026-04-26,RM_0039,CL_00744,21935.57
Insurance_002405,2026-06-02,RM_0033,CL_00174,165742.89
Insurance_000496,2026-06-07,RM_0017,CL_00317,37764.64
Insurance_000758,2026-06-24,RM_0006,CL_00553,186714.05
Insurance_001757,2026-06-08,RM_0043,CL_00525,160832.3
Insurance_001775,2026-05-30,RM_0049,CL_00214,73950.14
Insurance_000362,2026-05-22,RM_0007,CL_00071,74388.24
Insurance_002338,2026-06-12,RM_0058,CL_00652,78455.42
Insurance_001668,2026-05-19,RM_0052,CL_00731,145701.66
Insurance_001109,2026-06-01,RM_0028,CL_00275,198084.51
Insurance_001023,2026-05-14,RM_0045,CL_00318,179697.66
Insurance_002076,2026-04-23,RM_0045,CL_00517,189894.61
Insurance_001201,2026-04-14,RM_0022,CL_00276,7392.85
Insurance_000038,2026-06-02,RM_0060,CL_00607,168777.04
Insurance_001202,2026-05-25,RM_0053,CL_00131,85407.39
Insurance_000489,2026-06-20,RM_0057,CL_00248,71100.79
Insurance_002374,2026-04-08,RM_0012,CL_00672,87002.05
Insurance_001010,2026-04-20,RM_0008,CL_00699,14754.77
Insurance_001676,2026-05-19,RM_0028,CL_00100,116223.21
Insurance_000710,2026-05-24,RM_0017,CL_00092,27422.56
Insurance_000493,2026-05-03,RM_0006,CL_00244,187036.86
Insurance_000700,2026-04-11,RM_0047,CL_00017,195715.32
Insurance_000595,2026-04-06,RM_0039,CL_00786,191269.28
Insurance_000521,2026-05-31,RM_0001,CL_00790,103460.52
Insurance_001181,2026-04-12,RM_0040,CL_00611,179677.12
Insurance_001343,2026-04-16,RM_0057,CL_00329,196509.19
Insurance_002311,2026-04-15,RM_0008,CL_00023,105281.4
Insurance_002080,2026-05-31,RM_0039,CL_00821,118638.47
Insurance_002365,2026-05-02,RM_0028,CL_00712,80844.38
Insurance_000021,2026-06-28,RM_0002,CL_00177,81324.3
Insurance_000220,2026-04-21,RM_0008,CL_00722,179398.37
Insurance_001513,2026-05-18,RM_0052,CL_00467,131898.38
Insurance_000104,2026-04-20,RM_0040,CL_00372,24214.42
Insurance_001643,2026-05-17,RM_0059,CL_00694,55939.87
Insurance_001725,2026-05-29,RM_0001,CL_00051,141000.73
Insurance_001755,2026-05-28,RM_0004,CL_00504,6393.85
Insurance_000846,2026-06-02,RM_0004,CL_00377,189973.95
Insurance_001983,2026-05-01,RM_0010,CL_00795,94735.05
Insurance_002157,2026-06-26,RM_0004,CL_00550,29405.87
Insurance_001835,2026-04-20,RM_0041,CL_00613,98700.25
Insurance_001660,2026-05-14,RM_0015,CL_00350,139060.85
Insurance_000187,2026-05-15,RM_0001,CL_00477,19397.02
Insurance_000712,2026-06-02,RM_0039,CL_00704,96996.88
Insurance_001726,2026-05-04,RM_0053,CL_00001,98813.84
Insurance_000697,2026-06-16,RM_0058,CL_00509,51048.67
Insurance_001063,2026-05-15,RM_0044,CL_00900,19773.03
Insurance_000759,2026-06-20,RM_0041,CL_00656,44397.18
Insurance_001758,2026-06-11,RM_0028,CL_00288,181522.03
Insurance_001147,2026-04-05,RM_0001,CL_00072,11911.07
Insurance_000257,2026-05-15,RM_0028,CL_00524,101059.97
Insurance_001838,2026-05-17,RM_0039,CL_00736,26097.35
Insurance_001303,2026-06-12,RM_0058,CL_00473,183495.3
Insurance_000442,2026-04-15,RM_0012,CL_00713,23697.31
Insurance_001017,2026-06-05,RM_0001,CL_00762,184918.76
Insurance_001693,2026-07-02,RM_0049,CL_00360,90394.53
Insurance_002434,2026-06-24,RM_0039,CL_00826,71194.3
Insurance_001495,2026-04-14,RM_0033,CL_00253,165716.13
Insurance_001994,2026-06-25,RM_0028,CL_00776,70765.92
Insurance_001097,2026-05-12,RM_0010,CL_00805,129659.03
Insurance_002258,2026-06-21,RM_0059,CL_00491,29726.1
Insurance_001995,2026-05-17,RM_0033,CL_00758,52493.47
Insurance_001466,2026-06-29,RM_0002,CL_00494,172636.65
Insurance_001808,2026-04-05,RM_0016,CL_00246,142224.27
Insurance_001957,2026-06-29,RM_0053,CL_00305,101468.45
Insurance_001796,2026-04-27,RM_0017,CL_00419,197578.36
Insurance_002033,2026-06-07,RM_0021,CL_00127,168594.69
Insurance_000383,2026-07-02,RM_0057,CL_00750,114650.18
Insurance_000635,2026-05-06,RM_0040,CL_00036,130077.94
Insurance_000604,2026-04-15,RM_0049,CL_00091,199739.35
Insurance_000649,2026-06-18,RM_0004,CL_00896,189613.2
Insurance_001578,2026-04-28,RM_0040,CL_00787,32479.9
Insurance_002265,2026-06-13,RM_0002,CL_00494,21996.88
Insurance_000793,2026-06-22,RM_0006,CL_00244,130453.17
Insurance_001658,2026-05-30,RM_0010,CL_00625,36659.02
Insurance_002017,2026-04-20,RM_0045,CL_00806,103795.69
Insurance_001690,2026-05-21,RM_0015,CL_00121,17722.81
Insurance_002286,2026-05-03,RM_0058,CL_00466,128285.29
Insurance_001531,2026-05-08,RM_0045,CL_00587,130902.82
Insurance_001834,2026-04-24,RM_0010,CL_00380,8368.2
Insurance_001353,2026-05-08,RM_0040,CL_00047,171318.8
Insurance_001785,2026-05-09,RM_0047,CL_00215,76295.15
Insurance_000579,2026-06-18,RM_0045,CL_00570,42001.28
Insurance_000283,2026-06-29,RM_0004,CL_00349,130806.31
Insurance_001778,2026-06-09,RM_0004,CL_00560,6674.49
Insurance_001939,2026-05-12,RM_0010,CL_00625,84334.14
Insurance_002250,2026-04-08,RM_0027,CL_00081,192391.74
Insurance_001880,2026-06-11,RM_0045,CL_00809,193882.23
Insurance_002205,2026-04-25,RM_0047,CL_00137,88556.25
Insurance_002055,2026-06-07,RM_0041,CL_00086,41311.41
Insurance_001727,2026-04-17,RM_0033,CL_00666,102890.6
Insurance_000634,2026-06-26,RM_0001,CL_00790,169600.25
Insurance_001981,2026-04-07,RM_0053,CL_00107,99260.66
Insurance_000267,2026-06-18,RM_0060,CL_00676,149512.51
Insurance_002126,2026-06-26,RM_0008,CL_00454,57301.74
Insurance_000492,2026-05-22,RM_0017,CL_00347,82614.41
Insurance_000346,2026-04-26,RM_0016,CL_00590,23187.0
Insurance_001264,2026-06-01,RM_0010,CL_00436,148707.27
Insurance_000600,2026-04-20,RM_0015,CL_00435,148740.95
Insurance_001480,2026-05-13,RM_0060,CL_00729,77229.01
Insurance_002143,2026-04-09,RM_0021,CL_00223,81687.18
Insurance_000511,2026-04-07,RM_0022,CL_00664,116640.37
Insurance_000245,2026-04-09,RM_0027,CL_00087,123334.77
Insurance_002305,2026-06-19,RM_0049,CL_00360,6830.42
Insurance_001772,2026-06-05,RM_0028,CL_00035,44833.67
Insurance_000479,2026-06-27,RM_0053,CL_00557,48382.85
Insurance_000127,2026-06-30,RM_0049,CL_00279,113270.73
Insurance_001405,2026-05-28,RM_0001,CL_00188,177669.89
Insurance_000029,2026-06-18,RM_0031,CL_00057,103278.67
Insurance_002391,2026-04-14,RM_0027,CL_00042,184021.09
Insurance_001425,2026-04-10,RM_0004,CL_00733,142934.96
Insurance_001740,2026-05-10,RM_0053,CL_00753,129789.61
Insurance_002386,2026-05-04,RM_0027,CL_00710,40989.69
Insurance_001378,2026-04-26,RM_0040,CL_00181,170504.03
Insurance_000180,2026-04-14,RM_0015,CL_00350,142683.24
Insurance_001722,2026-06-11,RM_0001,CL_00762,20103.95
Insurance_000906,2026-06-25,RM_0012,CL_00451,179116.08
Insurance_001020,2026-06-22,RM_0049,CL_00217,26518.46
Insurance_002082,2026-05-22,RM_0008,CL_00552,59440.49
Insurance_002117,2026-04-09,RM_0054,CL_00816,56698.0
Insurance_000709,2026-06-10,RM_0057,CL_00711,107973.3
Insurance_000209,2026-05-24,RM_0041,CL_00613,90996.72
Insurance_001138,2026-05-11,RM_0002,CL_00494,91516.46
Insurance_000753,2026-04-08,RM_0049,CL_00410,32331.65
Insurance_002489,2026-06-16,RM_0041,CL_00029,44792.11
Insurance_001674,2026-05-01,RM_0008,CL_00493,50557.97
Insurance_000488,2026-05-08,RM_0045,CL_00570,128418.44
Insurance_001206,2026-05-02,RM_0057,CL_00583,82359.9
Insurance_000174,2026-06-01,RM_0041,CL_00251,98944.81
Insurance_000169,2026-04-09,RM_0045,CL_00779,175509.78
Insurance_000461,2026-05-21,RM_0031,CL_00292,30427.21
Insurance_002167,2026-06-13,RM_0021,CL_00444,48995.4
Insurance_001088,2026-04-12,RM_0045,CL_00577,19814.3
Insurance_000224,2026-05-31,RM_0006,CL_00841,87443.23
Insurance_000178,2026-05-13,RM_0015,CL_00792,145061.2
Insurance_001671,2026-06-10,RM_0015,CL_00763,163084.97
Insurance_000288,2026-05-20,RM_0041,CL_00613,198804.52
Insurance_000947,2026-05-03,RM_0006,CL_00646,158686.73
Insurance_001879,2026-05-01,RM_0004,CL_00483,132432.28
Insurance_001706,2026-06-14,RM_0057,CL_00382,125467.47
Insurance_001131,2026-06-24,RM_0006,CL_00265,177516.48
Insurance_000204,2026-06-03,RM_0017,CL_00016,19334.9
Insurance_000216,2026-04-25,RM_0028,CL_00605,150666.68
Insurance_000168,2026-06-01,RM_0017,CL_00759,174926.72
Insurance_001118,2026-06-20,RM_0065,CL_00433,133792.96
Insurance_001080,2026-04-23,RM_0043,CL_00781,177887.04
Insurance_002332,2026-06-16,RM_0027,CL_00514,164373.46
Insurance_001469,2026-05-05,RM_0011,CL_00314,26476.31
Insurance_002106,2026-04-09,RM_0027,CL_00036,121547.47
Insurance_001229,2026-05-12,RM_0028,CL_00889,147233.62
Insurance_000046,2026-04-05,RM_0006,CL_00125,121286.01
Insurance_001121,2026-05-03,RM_0033,CL_00071,162333.51
Insurance_001204,2026-04-15,RM_0053,CL_00001,22687.07
Insurance_002194,2026-05-16,RM_0043,CL_00579,42447.07
Insurance_000275,2026-07-02,RM_0028,CL_00288,76288.86
Insurance_000144,2026-05-28,RM_0045,CL_00809,98348.81
Insurance_000164,2026-06-30,RM_0040,CL_00334,16488.09
Insurance_001614,2026-06-19,RM_0001,CL_00330,180860.34
Insurance_000399,2026-07-03,RM_0009,CL_00499,115645.15
Insurance_000859,2026-06-21,RM_0035,CL_00663,159021.49
Insurance_000870,2026-04-16,RM_0058,CL_00673,159628.21
Insurance_000501,2026-04-21,RM_0043,CL_00624,153580.19
Insurance_000507,2026-05-27,RM_0049,CL_00235,106714.45
Insurance_000599,2026-06-28,RM_0054,CL_00816,97099.18
Insurance_001347,2026-05-06,RM_0057,CL_00440,120282.25
Insurance_000999,2026-05-21,RM_0006,CL_00244,144054.1
Insurance_002297,2026-04-12,RM_0057,CL_00711,196313.51
Insurance_000547,2026-06-04,RM_0022,CL_00664,69514.59
Insurance_000118,2026-06-09,RM_0057,CL_00369,33590.19
Insurance_000503,2026-05-29,RM_0001,CL_00746,109132.12
Insurance_001222,2026-06-01,RM_0060,CL_00344,43511.34
Insurance_000484,2026-04-14,RM_0007,CL_00897,167053.89
Insurance_002357,2026-06-12,RM_0006,CL_00395,151555.17
Insurance_002063,2026-04-14,RM_0049,CL_00377,148687.79
Insurance_000502,2026-04-19,RM_0002,CL_00055,6164.04
Insurance_000781,2026-05-06,RM_0017,CL_00640,90606.52
Insurance_000661,2026-05-27,RM_0017,CL_00751,73259.08
Insurance_000787,2026-05-20,RM_0052,CL_00845,159469.34
Insurance_001049,2026-05-12,RM_0052,CL_00385,68691.85
Insurance_001301,2026-05-11,RM_0002,CL_00642,163414.79
Insurance_002014,2026-05-23,RM_0045,CL_00577,145963.57
Insurance_001985,2026-05-02,RM_0033,CL_00745,73112.4
Insurance_001234,2026-06-01,RM_0053,CL_00131,131638.31
Insurance_002034,2026-04-27,RM_0058,CL_00575,41284.36
Insurance_002339,2026-06-19,RM_0057,CL_00248,9183.2
Insurance_001106,2026-05-05,RM_0004,CL_00104,42827.02
Insurance_002413,2026-04-30,RM_0058,CL_00842,10853.21
Insurance_001602,2026-06-26,RM_0049,CL_00501,48876.07
Insurance_000788,2026-06-15,RM_0015,CL_00121,169959.39
Insurance_001911,2026-06-22,RM_0006,CL_00265,170630.27
Insurance_001923,2026-04-06,RM_0002,CL_00335,137056.6
Insurance_002163,2026-04-24,RM_0027,CL_00864,94915.48
Insurance_001795,2026-05-11,RM_0039,CL_00706,154960.85
Insurance_001122,2026-06-01,RM_0041,CL_00420,190493.75
Insurance_001979,2026-06-01,RM_0037,CL_00785,110101.09
Insurance_001922,2026-06-07,RM_0057,CL_00724,152195.12
Insurance_000691,2026-06-04,RM_0054,CL_00689,30447.78
Insurance_001288,2026-05-10,RM_0043,CL_00233,121118.94
Insurance_000431,2026-04-20,RM_0033,CL_00843,25149.52
Insurance_002148,2026-04-24,RM_0041,CL_00324,155911.87
Insurance_000880,2026-05-17,RM_0056,CL_00718,119880.14
Insurance_001409,2026-06-14,RM_0053,CL_00637,198355.22
Insurance_002424,2026-05-24,RM_0044,CL_00357,100401.39
Insurance_000349,2026-04-24,RM_0049,CL_00674,167091.06
Insurance_002121,2026-06-09,RM_0043,CL_00856,115412.12
Insurance_002221,2026-06-28,RM_0012,CL_00225,22705.53
Insurance_001253,2026-05-24,RM_0033,CL_00857,115859.54
Insurance_000207,2026-05-23,RM_0059,CL_00694,98468.17
Insurance_001747,2026-05-05,RM_0002,CL_00601,91009.92
Insurance_001163,2026-05-22,RM_0015,CL_00162,137657.85
Insurance_002468,2026-04-27,RM_0033,CL_00259,68423.44
Insurance_001536,2026-04-11,RM_0041,CL_00416,14160.42
Insurance_002323,2026-06-30,RM_0067,CL_00776,130189.1
Insurance_000837,2026-04-11,RM_0041,CL_00421,21718.16
Insurance_000246,2026-05-06,RM_0028,CL_00832,63182.26
Insurance_001003,2026-05-02,RM_0041,CL_00613,94620.68
Insurance_001940,2026-05-08,RM_0015,CL_00792,167789.26
Insurance_002367,2026-06-16,RM_0008,CL_00727,68572.95
Insurance_001779,2026-05-28,RM_0027,CL_00864,89299.21
Insurance_001863,2026-06-24,RM_0015,CL_00812,90496.62
Insurance_001909,2026-06-16,RM_0059,CL_00878,16942.1
Insurance_000752,2026-05-22,RM_0004,CL_00572,173661.98
Insurance_002246,2026-06-25,RM_0039,CL_00771,65625.09
Insurance_001358,2026-04-26,RM_0028,CL_00776,151984.15
Insurance_000062,2026-06-26,RM_0001,CL_00283,198788.84
Insurance_001777,2026-05-21,RM_0016,CL_00758,13530.38
Insurance_001039,2026-04-16,RM_0010,CL_00625,199887.25
Insurance_001164,2026-04-19,RM_0058,CL_00756,61223.11
Insurance_001487,2026-04-12,RM_0057,CL_00167,122351.72
Insurance_000575,2026-06-25,RM_0035,CL_00297,144731.78
Insurance_000776,2026-05-07,RM_0053,CL_00148,28577.95
Insurance_000444,2026-05-17,RM_0004,CL_00159,156595.65
Insurance_001830,2026-06-02,RM_0053,CL_00284,174504.55
Insurance_001060,2026-04-28,RM_0059,CL_00469,186842.02
Insurance_001429,2026-04-21,RM_0039,CL_00539,65789.93
Insurance_000265,2026-04-11,RM_0027,CL_00087,76965.12
Insurance_001901,2026-06-01,RM_0004,CL_00226,61371.63
Insurance_000371,2026-04-18,RM_0058,CL_00124,60757.63
Insurance_001048,2026-05-31,RM_0043,CL_00794,146652.34
Insurance_000639,2026-04-17,RM_0033,CL_00462,184579.27
Insurance_002061,2026-06-18,RM_0037,CL_00785,190457.13
Insurance_000189,2026-06-14,RM_0040,CL_00052,14768.31
Insurance_000747,2026-06-22,RM_0058,CL_00756,5165.48
Insurance_000815,2026-06-23,RM_0002,CL_00408,81399.68
Insurance_001691,2026-06-03,RM_0058,CL_00574,67831.94
Insurance_000877,2026-04-25,RM_0031,CL_00320,185555.34
Insurance_002024,2026-05-19,RM_0006,CL_00381,100816.32
Insurance_000807,2026-05-06,RM_0006,CL_00796,127900.47
Insurance_000323,2026-04-19,RM_0028,CL_00275,129693.04
Insurance_001743,2026-05-05,RM_0037,CL_00695,49291.43
Insurance_001866,2026-06-02,RM_0052,CL_00631,164838.22
Insurance_001689,2026-05-21,RM_0006,CL_00505,181328.18
Insurance_002021,2026-05-10,RM_0027,CL_00884,79984.07
Insurance_002107,2026-06-13,RM_0039,CL_00821,68099.73
Insurance_002400,2026-06-14,RM_0058,CL_00543,110686.53
Insurance_002237,2026-05-16,RM_0007,CL_00359,74117.67
Insurance_000379,2026-05-20,RM_0001,CL_00746,121528.25
Insurance_001008,2026-06-08,RM_0043,CL_00160,172281.93
Insurance_001567,2026-05-03,RM_0006,CL_00156,182606.45
Insurance_000580,2026-04-15,RM_0045,CL_00312,84928.88
Insurance_000025,2026-04-07,RM_0040,CL_00334,60531.21
Insurance_002214,2026-06-10,RM_0043,CL_00229,10659.99
Insurance_001459,2026-06-21,RM_0031,CL_00132,38640.29
Insurance_002153,2026-05-08,RM_0017,CL_00537,5453.06
Insurance_001509,2026-06-15,RM_0049,CL_00508,79003.8
Insurance_002059,2026-05-30,RM_0017,CL_00373,15413.09
Insurance_002018,2026-05-20,RM_0016,CL_00676,188319.97
Insurance_000140,2026-06-24,RM_0002,CL_00177,50584.76
Insurance_001934,2026-05-27,RM_0059,CL_00069,65872.23
Insurance_000145,2026-04-14,RM_0028,CL_00143,47512.16
Insurance_001407,2026-05-08,RM_0049,CL_00610,122792.85
Insurance_001821,2026-05-15,RM_0035,CL_00308,175006.88
Insurance_001212,2026-06-01,RM_0043,CL_00480,93484.87
Insurance_000218,2026-06-23,RM_0002,CL_00479,135483.11
Insurance_000094,2026-04-13,RM_0053,CL_00285,27491.81
Insurance_000609,2026-05-14,RM_0016,CL_00246,77010.34
Insurance_002451,2026-06-22,RM_0049,CL_00508,35627.16
Insurance_000889,2026-05-08,RM_0009,CL_00269,63690.3
Insurance_000693,2026-04-06,RM_0006,CL_00244,21735.97
Insurance_001817,2026-06-25,RM_0017,CL_00604,172839.99
Insurance_001289,2026-04-19,RM_0028,CL_00527,159519.37
Insurance_001209,2026-04-15,RM_0027,CL_00448,150402.99
Insurance_000905,2026-04-20,RM_0006,CL_00780,150371.77
Insurance_000243,2026-06-18,RM_0008,CL_00493,27285.84
Insurance_000199,2026-05-13,RM_0015,CL_00449,61528.51
Insurance_000614,2026-06-17,RM_0008,CL_00727,86973.4
Insurance_001419,2026-04-30,RM_0043,CL_00233,163535.13
Insurance_001959,2026-05-17,RM_0004,CL_00349,30143.9
Insurance_001252,2026-06-15,RM_0017,CL_00419,29082.53
Insurance_002432,2026-04-24,RM_0027,CL_00370,103663.2
Insurance_001942,2026-05-30,RM_0043,CL_00851,78965.72
Insurance_001346,2026-05-11,RM_0007,CL_00871,175571.96
Insurance_002049,2026-05-21,RM_0012,CL_00719,58288.95
Insurance_000304,2026-04-07,RM_0004,CL_00483,42510.49
Insurance_001664,2026-06-20,RM_0052,CL_00870,135368.88
Insurance_002039,2026-04-12,RM_0058,CL_00800,59090.06
Insurance_000601,2026-06-06,RM_0060,CL_00676,136146.13
Insurance_001598,2026-04-22,RM_0001,CL_00803,20234.04
Insurance_000557,2026-06-03,RM_0054,CL_00257,61207.27
Insurance_002349,2026-04-27,RM_0045,CL_00660,77924.67
Insurance_000902,2026-04-10,RM_0033,CL_00002,93323.39
Insurance_000830,2026-05-30,RM_0006,CL_00244,176933.03
Insurance_000808,2026-04-25,RM_0009,CL_00339,171575.6
Insurance_002484,2026-06-15,RM_0015,CL_00356,62099.22
Insurance_001892,2026-05-24,RM_0027,CL_00149,26423.55
Insurance_001275,2026-04-10,RM_0039,CL_00547,83287.38
Insurance_000421,2026-04-13,RM_0059,CL_00208,13737.24
Insurance_000805,2026-04-09,RM_0015,CL_00911,76982.21
