TGS_ID,Date,rm_id,client_id,TGS_Amount
TGS_001990,2026-04-15,RM_0056,CL_00718,6252.72
TGS_000872,12-04-2026,RM_0027,CL_00042,34225.25
TGS_001207,2026-04-23,RM_0006,CL_00012,63542.18
TGS_001426,2026-06-30,RM_0052,CL_00385,1018.03
TGS_001132,2026-06-11,RM_0049,CL_00360,16415.5
TGS_000769,04-06-2026,RM_0012,CL_00455,66292.08
TGS_000968,2026-06-21,RM_0022,CL_00669,34513.19
TGS_002232,2026-05-10,RM_0058,CL_00484,18585.48
TGS_000546,2026-06-06,RM_0004,CL_00349,72347.33
TGS_000534,2026-06-04,RM_0004,CL_00661,59785.58
TGS_001163,2026-05-31,RM_0010,CL_00795,9014.23
TGS_000182,2026-06-27,RM_0017,CL_00840,8409.09
TGS_001798,2026-04-21,RM_0002,CL_00898,66419.47
TGS_002562,2026-05-08,RM_0015,CL_00059,43371.0
TGS_001855,02-07-2026,RM_0057,CL_00752,56765.76
TGS_002537,2026-06-17,RM_0002,CL_00200,40719.51
TGS_001113,2026-07-02,RM_0009,CL_00883,63863.15
TGS_000282,2026-05-12,RM_0049,CL_00140,65895.32
TGS_000990,2026-05-19,RM_0045,CL_00318,57313.13
TGS_002009,2026-05-13,RM_0008,CL_00019,5016.96
TGS_001317,08-04-2026,RM_0049,CL_00766,25062.1
TGS_002953,2026-05-14,RM_0028,CL_00062,1085.03
TGS_000036,2026-05-12,RM_0033,CL_00174,20032.14
TGS_000828,2026-04-21,RM_0001,CL_00822,31717.66
TGS_002850,2026-06-14,RM_0012,CL_00893,64809.51
TGS_002513,2026-06-24,RM_0017,CL_00640,39722.26
TGS_000998,2026-05-11,RM_0017,CL_00301,57233.29
TGS_000054,2026-06-17,RM_0045,CL_00576,24393.25
TGS_001900,2026-04-17,RM_0028,CL_00527,28492.01
TGS_000853,2026-04-11,RM_0022,CL_00309,70775.0
TGS_001458,2026-04-13,RM_0022,CL_00089,49645.28
TGS_001433,2026-05-31,RM_0022,CL_00417,27211.87
TGS_000666,2026-07-04,RM_0037,CL_00414,5386.14
TGS_001179,2026-05-08,RM_0001,CL_00459,13170.77
TGS_000438,2026-05-01,RM_0043,CL_00153,46028.57
TGS_002306,2026-06-30,RM_0049,CL_00681,23799.6
TGS_001176,2026-05-27,RM_0053,CL_00284,54780.5
TGS_001451,2026-07-01,RM_0027,CL_00556,72502.91
TGS_002088,2026-06-02,RM_0009,CL_00041,61084.83
TGS_001564,2026-05-05,RM_0001,CL_00051,26150.91
TGS_000367,2026-04-21,RM_0028,CL_00032,31146.17
TGS_002752,2026-06-05,RM_0028,CL_00143,73417.16
TGS_002271,2026-06-14,RM_0027,CL_00081,74561.19
TGS_002950,2026-04-21,RM_0015,CL_00059,27442.6
TGS_001473,2026-04-26,RM_0017,CL_00058,49018.17
TGS_000185,2026-06-14,RM_0047,CL_00538,70267.68
TGS_002637,2026-07-01,RM_0002,CL_00494,19690.87
TGS_000102,2026-04-08,RM_0028,CL_00043,42191.84
TGS_000051,2026-06-13,RM_0058,CL_00575,14551.97
TGS_000793,2026-05-31,RM_0017,CL_00537,42084.11
TGS_000392,2026-06-04,RM_0001,CL_00459,7389.92
TGS_001602,2026-06-27,RM_0039,CL_00608,74463.14
TGS_002444,2026-07-01,RM_0040,CL_00465,48897.51
TGS_000732,2026-05-01,RM_0006,CL_00478,28562.32
TGS_001279,2026-05-20,RM_0012,CL_00742,56597.81
TGS_001293,2026-05-01,RM_0027,CL_00166,8604.3
TGS_001818,2026-05-22,RM_0053,CL_00753,33436.26
TGS_000579,2026-05-16,RM_0015,CL_00117,27006.89
TGS_001859,2026-06-29,RM_0056,CL_00718,65040.72
TGS_001890,13-06-2026,RM_0039,CL_00786,62276.33
TGS_000245,2026-04-27,RM_0053,CL_00626,57026.33
TGS_001895,2026-04-15,RM_0017,CL_00419,15221.75
TGS_000988,2026-06-08,RM_0043,CL_00781,37742.59
TGS_000790,2026-06-04,RM_0004,CL_00560,53948.48
TGS_002468,2026-05-24,RM_0007,CL_00820,5418.84
TGS_001488,2026-06-07,RM_0043,CL_00400,40866.08
TGS_000774,2026-04-28,RM_0053,CL_00497,33503.98
TGS_001251,2026-05-23,RM_0033,CL_00666,2102.44
TGS_002998,21-04-2026,RM_0027,CL_00503,67031.52
TGS_002605,2026-05-15,RM_0053,CL_00131,22905.46
TGS_001861,2026-05-12,RM_0015,CL_00726,46155.8
TGS_000520,2026-05-27,RM_0006,CL_00244,39243.1
TGS_002224,2026-04-30,RM_0010,CL_00436,55624.93
TGS_002256,2026-05-07,RM_0033,CL_00259,36825.96
TGS_001860,2026-04-30,RM_0004,CL_00142,27398.65
TGS_000772,2026-06-24,RM_0039,CL_00236,46490.94
TGS_000119,2026-05-18,RM_0017,CL_00645,64481.34
TGS_000858,2026-05-16,RM_0022,CL_00664,59210.96
TGS_001314,2026-07-02,RM_0028,CL_00045,32586.86
TGS_000505,2026-06-01,RM_0047,CL_00603,30354.92
TGS_000098,14-04-2026,RM_0006,CL_00730,6815.63
TGS_001911,11-06-2026,RM_0002,CL_00398,21345.36
TGS_002482,2026-05-11,RM_0012,CL_00685,22459.53
TGS_002625,2026-06-18,RM_0022,CL_00775,5805.2
TGS_002822,2026-05-15,RM_0031,CL_00775,8500.69
TGS_002898,2026-07-04,RM_0044,CL_00900,69125.58
TGS_002052,2026-04-29,RM_0033,CL_00716,41846.93
TGS_002481,2026-04-20,RM_0040,CL_00152,51881.48
TGS_001915,2026-05-07,RM_0053,CL_00148,54750.37
TGS_001024,2026-05-20,RM_0049,CL_00409,67244.65
TGS_001680,2026-06-12,RM_0053,CL_00626,62460.46
TGS_002480,2026-06-26,RM_0056,CL_00718,23147.6
TGS_002353,2026-06-18,RM_0043,CL_00781,9699.39
TGS_001494,2026-04-07,RM_0006,CL_00780,25185.01
TGS_001908,2026-06-25,RM_0008,CL_00727,60825.3
TGS_002080,2026-06-01,RM_0022,CL_00669,68277.19
TGS_002601,2026-05-02,RM_0043,CL_00794,65035.54
TGS_000180,2026-04-25,RM_0004,CL_00896,7477.08
TGS_001104,2026-05-03,RM_0031,CL_00428,69171.87
TGS_002534,02-06-2026,RM_0039,CL_00788,64094.3
TGS_000184,2026-06-21,RM_0033,CL_00666,9012.14
TGS_001142,2026-06-25,RM_0001,CL_00477,61116.4
TGS_001397,2026-06-26,RM_0041,CL_00247,48413.98
TGS_002718,2026-06-21,RM_0002,CL_00398,8770.3
TGS_002940,2026-04-30,RM_0016,CL_00474,3305.3
TGS_001144,2026-04-12,RM_0001,CL_00546,69483.91
TGS_000556,2026-06-15,RM_0022,CL_00731,47403.78
TGS_001178,02-07-2026,RM_0060,CL_00607,67787.6
TGS_001631,2026-05-28,RM_0027,CL_00350,60076.37
TGS_002700,2026-06-19,RM_0015,CL_00813,53280.35
TGS_000643,2026-04-12,RM_0040,CL_00571,24950.93
TGS_000108,2026-06-04,RM_0054,CL_00338,16256.89
TGS_001964,2026-07-02,RM_0002,CL_00213,6480.07
TGS_000169,2026-04-11,RM_0006,CL_00340,42645.94
TGS_000045,2026-06-30,RM_0053,CL_00497,57821.54
TGS_001667,2026-07-01,RM_0012,CL_00225,11771.69
TGS_000125,2026-04-14,RM_0015,CL_00853,26317.54
TGS_002894,2026-06-29,RM_0031,CL_00320,32803.52
TGS_000708,2026-04-25,RM_0033,CL_00745,16837.84
TGS_002108,2026-05-23,RM_0049,CL_00410,46972.07
TGS_001756,04-07-2026,RM_0053,CL_00098,63502.2
TGS_001331,2026-05-15,RM_0045,CL_00779,50295.44
TGS_000640,2026-06-17,RM_0040,CL_00334,35723.14
TGS_001585,2026-06-29,RM_0022,CL_00715,52332.93
TGS_001185,2026-04-29,RM_0045,CL_00660,39424.54
TGS_000848,2026-06-05,RM_0047,CL_00391,74725.07
TGS_000806,2026-05-25,RM_0012,CL_00025,6779.92
TGS_001747,2026-04-30,RM_0058,CL_00516,19158.15
TGS_002631,2026-05-22,RM_0001,CL_00188,58765.17
TGS_001780,2026-06-15,RM_0043,CL_00482,63740.98
TGS_001243,2026-06-27,RM_0039,CL_00704,23747.61
TGS_002220,2026-06-27,RM_0039,CL_00053,12147.9
TGS_002161,2026-06-16,RM_0056,CL_00236,45974.15
TGS_001187,02-07-2026,RM_0058,CL_00800,4956.64
TGS_001403,18-04-2026,RM_0049,CL_00358,42554.49
TGS_001170,2026-05-03,RM_0027,CL_00448,28273.02
TGS_000894,2026-04-16,RM_0043,CL_00096,50504.17
TGS_001244,2026-07-04,RM_0004,CL_00550,15680.99
TGS_001439,2026-05-16,RM_0043,CL_00591,52912.59
TGS_000866,2026-06-08,RM_0027,CL_00286,19335.58
TGS_002221,2026-06-07,RM_0021,CL_00697,42463.74
TGS_000801,2026-06-07,RM_0049,CL_00741,60376.93
TGS_000903,2026-04-30,RM_0002,CL_00118,62140.53
TGS_001060,2026-05-31,RM_0043,CL_00856,62082.68
TGS_002020,2026-06-06,RM_0053,CL_00107,9806.41
TGS_001140,13-04-2026,RM_0027,CL_00042,31798.3
TGS_002917,2026-05-19,RM_0009,CL_00269,16340.83
TGS_000197,2026-06-30,RM_0004,CL_00728,57936.43
TGS_002446,2026-04-25,RM_0047,CL_00231,59077.53
TGS_000432,2026-06-30,RM_0002,CL_00376,63769.82
TGS_002096,2026-05-07,RM_0037,CL_00678,3862.62
TGS_001250,2026-04-20,RM_0028,CL_00061,68077.68
TGS_000235,2026-04-23,RM_0040,CL_00715,24448.77
TGS_000472,2026-06-09,RM_0045,CL_00318,67734.9
TGS_001434,2026-04-30,RM_0056,CL_00891,54422.39
TGS_002335,2026-05-26,RM_0027,CL_00398,48738.83
TGS_002139,2026-05-29,RM_0021,CL_00103,54354.9
TGS_001071,2026-06-13,RM_0060,CL_00676,5900.35
TGS_001530,2026-04-23,RM_0001,CL_00051,20521.23
TGS_001490,2026-06-08,RM_0006,CL_00404,46708.66
TGS_001753,2026-04-20,RM_0040,CL_00372,32521.08
TGS_002000,2026-05-21,RM_0016,CL_00060,10812.23
TGS_000823,2026-06-22,RM_0017,CL_00070,27360.79
TGS_002857,2026-05-12,RM_0002,CL_00161,9924.64
TGS_000157,2026-06-22,RM_0001,CL_00855,2971.49
TGS_001335,2026-04-29,RM_0002,CL_00642,16839.87
TGS_000134,2026-05-17,RM_0027,CL_00228,65604.3
TGS_001702,2026-07-03,RM_0045,CL_00635,53829.93
TGS_000994,2026-06-04,RM_0028,CL_00035,47064.77
TGS_001982,2026-04-30,RM_0047,CL_00738,35454.01
TGS_002561,2026-05-31,RM_0049,CL_00136,58804.05
TGS_002013,2026-06-06,RM_0002,CL_00200,36444.1
TGS_002536,2026-05-09,RM_0040,CL_00622,52952.61
TGS_002398,27-04-2026,RM_0008,CL_00552,37661.19
TGS_002761,2026-04-25,RM_0001,CL_00650,21029.81
TGS_001773,2026-05-12,RM_0047,CL_00014,67694.99
TGS_000305,2026-06-04,RM_0045,CL_00779,34584.7
TGS_000170,2026-06-15,RM_0053,CL_00249,28842.37
TGS_002469,2026-05-27,RM_0006,CL_00506,65347.13
TGS_000860,2026-06-02,RM_0017,CL_00040,53697.96
TGS_001794,2026-05-23,RM_0001,CL_00278,32785.94
TGS_002655,2026-05-30,RM_0039,CL_00529,51003.4
TGS_000921,2026-05-15,RM_0028,CL_00533,23630.12
TGS_000295,2026-04-12,RM_0039,CL_00760,4466.24
TGS_001549,2026-06-25,RM_0045,CL_00587,55040.3
TGS_001777,2026-06-08,RM_0015,CL_00735,40668.38
TGS_001850,2026-05-06,RM_0060,CL_00388,9314.82
TGS_000479,2026-05-22,RM_0041,CL_00420,24452.61
TGS_001660,2026-07-02,RM_0022,CL_00669,19886.56
TGS_002163,2026-05-09,RM_0004,CL_00668,64185.2
TGS_001980,2026-07-04,RM_0008,CL_00164,47036.55
TGS_000205,2026-06-04,RM_0040,CL_00036,59747.61
TGS_002844,2026-06-06,RM_0039,CL_00156,61123.7
TGS_000771,2026-06-30,RM_0002,CL_00408,19740.66
TGS_000317,2026-05-04,RM_0001,CL_00459,55614.73
TGS_001330,2026-05-18,RM_0021,CL_00697,50335.67
TGS_001619,2026-05-04,RM_0028,CL_00083,34855.72
TGS_001857,2026-05-28,RM_0028,CL_00712,72652.18
TGS_002474,2026-04-25,RM_0028,CL_00605,6913.48
TGS_001795,2026-06-10,RM_0045,CL_00577,49726.01
TGS_000620,2026-04-24,RM_0011,CL_00127,18142.42
TGS_002792,2026-04-28,RM_0004,CL_00560,59620.54
TGS_000386,2026-06-04,RM_0040,CL_00152,15164.9
TGS_001731,2026-05-02,RM_0006,CL_00841,61714.73
TGS_001108,2026-06-29,RM_0059,CL_00562,11550.4
TGS_000047,2026-06-19,RM_0060,CL_00607,3064.62
TGS_001791,2026-05-19,RM_0043,CL_00794,64613.97
TGS_001347,2026-04-26,RM_0006,CL_00630,16233.52
TGS_001988,2026-05-28,RM_0028,CL_00163,66171.07
TGS_002079,2026-06-27,RM_0037,CL_00445,65992.24
TGS_000935,2026-05-22,RM_0067,CL_00135,65007.48
TGS_001738,2026-05-18,RM_0040,CL_00641,48458.03
TGS_002592,2026-04-27,RM_0004,CL_00740,11743.21
TGS_001255,2026-05-29,RM_0002,CL_00335,25962.83
TGS_002157,2026-06-10,RM_0002,CL_00200,40715.84
TGS_000559,2026-04-05,RM_0028,CL_00165,8077.22
TGS_000668,2026-05-13,RM_0022,CL_00413,39535.65
TGS_000256,2026-05-16,RM_0017,CL_00255,9950.4
TGS_001415,18-06-2026,RM_0045,CL_00806,72717.93
TGS_000730,2026-05-06,RM_0039,CL_00760,62904.88
TGS_001514,2026-05-04,RM_0059,CL_00135,53629.47
TGS_002210,2026-06-24,RM_0049,CL_00501,2624.98
TGS_000062,2026-04-27,RM_0021,CL_00048,30349.8
TGS_000390,2026-05-02,RM_0054,CL_00816,59047.41
TGS_000569,2026-06-23,RM_0017,CL_00153,43577.55
TGS_002607,2026-06-03,RM_0058,CL_00473,53548.61
TGS_001652,14-06-2026,RM_0028,CL_00100,47052.38
TGS_000614,2026-04-12,RM_0040,CL_00287,53227.43
TGS_001626,2026-04-23,RM_0022,CL_00664,45366.47
TGS_001909,2026-05-01,RM_0033,CL_00424,28049.07
TGS_001048,10-04-2026,RM_0027,CL_00563,20058.76
TGS_001381,2026-05-06,RM_0031,CL_00021,48021.6
TGS_000376,2026-04-27,RM_0028,CL_00032,71991.69
TGS_002641,2026-04-14,RM_0049,CL_00610,40634.03
TGS_002976,2026-05-10,RM_0057,CL_00093,22682.98
TGS_001760,2026-07-03,RM_0043,CL_00851,26135.1
TGS_002567,2026-05-20,RM_0057,CL_00248,39065.4
TGS_000785,2026-06-14,RM_0001,CL_00646,55835.03
TGS_002488,2026-06-30,RM_0004,CL_00007,13476.23
TGS_000114,2026-04-09,RM_0006,CL_00780,73408.54
TGS_002071,2026-05-22,RM_0043,CL_00233,36155.35
TGS_001372,2026-06-07,RM_0022,CL_00664,43427.49
TGS_002327,2026-07-01,RM_0015,CL_00621,28623.5
TGS_001284,2026-04-25,RM_0021,CL_00659,6657.62
TGS_002286,2026-04-05,RM_0002,CL_00494,49606.98
TGS_002165,2026-04-22,RM_0033,CL_00002,3327.13
TGS_000281,2026-05-07,RM_0027,CL_00671,65002.28
TGS_002341,2026-06-21,RM_0027,CL_00426,41296.13
TGS_002612,2026-06-15,RM_0017,CL_00419,63791.08
TGS_001757,2026-06-30,RM_0043,CL_00037,58468.26
TGS_002677,2026-04-12,RM_0052,CL_00845,19837.32
TGS_001955,2026-05-23,RM_0060,CL_00544,52281.69
TGS_000673,2026-05-28,RM_0045,CL_00387,33289.47
TGS_000244,2026-05-25,RM_0028,CL_00061,27707.86
TGS_000835,2026-05-22,RM_0002,CL_00447,70162.16
TGS_001500,2026-05-01,RM_0008,CL_00722,45410.89
TGS_000444,2026-05-12,RM_0044,CL_00151,12863.19
TGS_002338,2026-06-09,RM_0052,CL_00845,32789.6
TGS_002919,2026-04-17,RM_0028,CL_00444,42865.32
TGS_000124,2026-06-10,RM_0040,CL_00207,59734.62
TGS_000831,2026-04-26,RM_0010,CL_00625,50472.61
TGS_000625,28-05-2026,RM_0012,CL_00719,41872.34
TGS_001351,2026-05-10,RM_0056,CL_00718,63834.67
TGS_001383,2026-05-30,RM_0028,CL_00832,39770.36
TGS_000247,2026-06-18,RM_0053,CL_00284,57603.35
TGS_000313,2026-04-27,RM_0015,CL_00394,8178.59
TGS_001936,2026-06-24,RM_0058,CL_00247,36281.47
TGS_002040,2026-06-02,RM_0008,CL_00005,48157.09
TGS_002336,2026-05-19,RM_0028,CL_00264,39710.93
TGS_000148,2026-04-12,RM_0039,CL_00539,17786.95
TGS_002222,2026-06-06,RM_0043,CL_00482,57849.76
TGS_001195,2026-04-29,RM_0027,CL_00042,71913.91
TGS_000097,2026-06-29,RM_0053,CL_00782,47609.93
TGS_000751,2026-06-24,RM_0033,CL_00837,19939.12
TGS_002664,2026-06-23,RM_0004,CL_00453,37009.03
TGS_002579,2026-05-20,RM_0027,CL_00514,7927.24
TGS_001192,2026-06-06,RM_0037,CL_00867,21001.35
TGS_000233,29-04-2026,RM_0006,CL_00796,62349.09
TGS_000891,2026-04-14,RM_0010,CL_00835,24891.22
TGS_002277,2026-05-05,RM_0040,CL_00465,49812.58
TGS_002128,10-04-2026,RM_0011,CL_00737,74513.32
TGS_000382,2026-05-23,RM_0057,CL_00326,41074.9
TGS_002375,2026-06-17,RM_0022,CL_00879,69993.72
TGS_002993,2026-06-22,RM_0017,CL_00751,36400.81
TGS_001038,2026-05-12,RM_0028,CL_00045,26217.57
TGS_002018,2026-04-07,RM_0015,CL_00059,47623.48
TGS_002047,2026-05-20,RM_0041,CL_00397,9275.43
TGS_000206,2026-05-21,RM_0049,CL_00295,73963.3
TGS_001830,2026-06-04,RM_0008,CL_00285,6132.07
TGS_001300,2026-05-10,RM_0049,CL_00410,67489.62
TGS_000091,2026-05-30,RM_0001,CL_00477,30788.12
TGS_000271,2026-05-06,RM_0033,CL_00424,63559.6
TGS_001201,2026-06-13,RM_0015,CL_00362,45355.08
TGS_000248,2026-05-08,RM_0004,CL_00782,10141.67
TGS_002142,2026-05-18,RM_0058,CL_00574,49195.66
TGS_001608,2026-05-04,RM_0002,CL_00479,60508.74
TGS_000635,2026-04-15,RM_0060,CL_00676,65769.52
TGS_000547,2026-04-23,RM_0012,CL_00719,30666.93
TGS_000229,2026-06-13,RM_0057,CL_00672,23372.29
TGS_002985,2026-05-10,RM_0049,CL_00166,4588.22
TGS_000800,2026-04-05,RM_0033,CL_00578,49793.35
TGS_001743,2026-06-01,RM_0043,CL_00240,21033.6
TGS_001746,2026-05-27,RM_0052,CL_00731,71468.6
TGS_001821,2026-04-19,RM_0047,CL_00596,24772.32
TGS_000308,2026-04-12,RM_0006,CL_00796,9456.22
TGS_002729,21-05-2026,RM_0043,CL_00192,68622.72
TGS_000074,2026-04-14,RM_0058,CL_00543,42040.45
TGS_002479,2026-04-16,RM_0037,CL_00414,7387.89
TGS_000345,2026-05-17,RM_0058,CL_00234,2610.99
TGS_000005,2026-06-07,RM_0060,CL_00729,5144.72
TGS_001124,14-06-2026,RM_0008,CL_00552,3768.24
TGS_002215,2026-05-03,RM_0053,CL_00148,65080.86
TGS_002385,2026-06-25,RM_0056,CL_00236,63472.64
TGS_000287,2026-06-25,RM_0041,CL_00589,25860.94
TGS_000594,2026-05-23,RM_0016,CL_00122,61509.71
TGS_002141,2026-05-16,RM_0057,CL_00440,26353.62
TGS_001367,2026-06-06,RM_0028,CL_00165,56050.41
TGS_001921,2026-06-19,RM_0006,CL_00354,58889.74
TGS_001525,2026-05-01,RM_0004,CL_00418,22701.24
TGS_000789,2026-06-22,RM_0006,CL_00395,32905.37
TGS_000735,2026-05-22,RM_0031,CL_00123,21729.18
TGS_000825,2026-06-22,RM_0027,CL_00081,44182.52
TGS_002585,2026-04-23,RM_0002,CL_00171,24097.04
TGS_001710,2026-04-30,RM_0027,CL_00884,64647.27
TGS_001620,2026-05-23,RM_0007,CL_00871,39339.02
TGS_002520,2026-06-24,RM_0015,CL_00667,21389.09
TGS_000329,2026-04-30,RM_0007,CL_00880,45063.03
TGS_000901,2026-06-03,RM_0015,CL_00865,72618.56
TGS_001785,2026-06-08,RM_0047,CL_00738,34722.49
TGS_000797,2026-06-21,RM_0058,CL_00652,55235.55
TGS_000854,2026-06-18,RM_0049,CL_00166,64901.89
TGS_001663,2026-05-18,RM_0027,CL_00600,27835.83
TGS_001385,12-06-2026,RM_0041,CL_00324,64717.74
TGS_000600,2026-04-07,RM_0039,CL_00771,35691.53
TGS_002484,2026-06-27,RM_0027,CL_00556,41061.38
TGS_002897,17-04-2026,RM_0058,CL_00342,57972.65
TGS_000154,2026-06-12,RM_0040,CL_00152,13925.19
TGS_002519,22-05-2026,RM_0049,CL_00410,56061.32
TGS_001007,2026-05-28,RM_0058,CL_00516,43686.06
TGS_000314,13-04-2026,RM_0059,CL_00135,71417.24
TGS_001601,2026-04-18,RM_0033,CL_00132,73477.13
TGS_002181,2026-04-25,RM_0015,CL_00709,40381.64
TGS_001193,2026-06-18,RM_0039,CL_00706,8888.27
TGS_000782,2026-06-06,RM_0017,CL_00373,71699.82
TGS_002499,2026-05-01,RM_0053,CL_00180,59207.9
TGS_002264,2026-04-19,RM_0058,CL_00586,66360.97
TGS_001282,2026-05-16,RM_0033,CL_00174,39929.73
TGS_000542,2026-06-23,RM_0056,CL_00891,48345.98
TGS_001727,2026-05-14,RM_0017,CL_00645,66966.38
TGS_001711,2026-04-05,RM_0053,CL_00005,49418.32
TGS_000842,2026-05-30,RM_0033,CL_00438,61585.63
TGS_000807,2026-06-05,RM_0056,CL_00616,2703.04
TGS_001803,2026-05-25,RM_0037,CL_00785,60310.48
TGS_002957,2026-05-03,RM_0012,CL_00505,42917.68
TGS_001200,2026-06-09,RM_0015,CL_00813,58523.94
TGS_001696,2026-04-17,RM_0039,CL_00412,34002.99
TGS_000655,2026-04-13,RM_0004,CL_00715,72575.59
TGS_002657,2026-07-01,RM_0012,CL_00225,45360.26
TGS_002021,2026-05-23,RM_0028,CL_00079,51637.01
TGS_002565,2026-04-25,RM_0058,CL_00473,56853.47
TGS_002400,2026-05-20,RM_0033,CL_00758,19140.46
TGS_001464,2026-06-09,RM_0031,CL_00123,40176.28
TGS_001119,2026-05-09,RM_0056,CL_00718,53161.25
TGS_002628,2026-06-01,RM_0007,CL_00880,39467.29
TGS_002494,2026-05-11,RM_0033,CL_00540,1534.49
TGS_000227,24-05-2026,RM_0004,CL_00210,18618.28
TGS_001623,2026-04-23,RM_0004,CL_00733,51301.39
TGS_001453,2026-06-01,RM_0015,CL_00121,3795.22
TGS_001938,2026-05-27,RM_0049,CL_00302,18794.13
TGS_002885,2026-06-11,RM_0004,CL_00483,9791.42
TGS_000892,2026-06-09,RM_0010,CL_00835,21414.69
TGS_002159,2026-04-14,RM_0058,CL_00652,20615.64
TGS_000238,2026-06-15,RM_0053,CL_00098,23241.97
TGS_000471,2026-06-26,RM_0053,CL_00782,9416.77
TGS_002964,2026-05-28,RM_0033,CL_00747,29761.65
TGS_000743,2026-05-10,RM_0049,CL_00653,22942.04
TGS_002425,2026-04-27,RM_0033,CL_00639,47945.25
TGS_002436,2026-06-14,RM_0007,CL_00820,14709.81
TGS_000270,2026-07-01,RM_0045,CL_00809,26444.1
TGS_000680,2026-06-16,RM_0027,CL_00502,55236.61
TGS_001395,2026-05-22,RM_0015,CL_00437,63592.36
TGS_000574,2026-06-21,RM_0028,CL_00549,34629.47
TGS_002578,18-04-2026,RM_0057,CL_00440,7993.31
TGS_000067,2026-05-04,RM_0045,CL_00635,46181.33
TGS_002788,2026-05-01,RM_0043,CL_00033,30370.82
TGS_001825,2026-06-30,RM_0017,CL_00180,1665.54
TGS_000095,2026-05-05,RM_0004,CL_00349,15815.43
TGS_002205,2026-06-29,RM_0008,CL_00722,14182.63
TGS_001081,2026-04-06,RM_0041,CL_00150,69239.71
TGS_002764,11-04-2026,RM_0002,CL_00180,58494.38
TGS_002827,2026-05-17,RM_0012,CL_00702,65330.58
TGS_000766,2026-05-08,RM_0033,CL_00857,64277.92
TGS_002801,2026-06-11,RM_0052,CL_00530,49088.85
TGS_000627,2026-04-21,RM_0015,CL_00356,31966.33
TGS_000223,2026-05-13,RM_0015,CL_00812,9399.4
TGS_002196,2026-05-23,RM_0004,CL_00007,26471.09
TGS_002383,2026-04-13,RM_0060,CL_00700,59248.11
TGS_002972,2026-05-21,RM_0039,CL_00744,36681.95
TGS_001996,2026-04-22,RM_0040,CL_00036,35648.17
TGS_002343,26-05-2026,RM_0028,CL_00165,62391.34
TGS_002086,2026-05-12,RM_0040,CL_00369,60168.34
TGS_000007,2026-04-22,RM_0028,CL_00275,42330.53
TGS_000736,08-06-2026,RM_0058,CL_00756,46265.07
TGS_001833,2026-06-26,RM_0041,CL_00425,59981.5
TGS_002866,2026-06-05,RM_0039,CL_00529,51096.6
TGS_001917,2026-04-15,RM_0015,CL_00013,17147.38
TGS_002055,2026-04-18,RM_0022,CL_00089,23460.15
TGS_001892,2026-05-26,RM_0031,CL_00654,31398.45
TGS_001254,2026-06-04,RM_0033,CL_00666,67988.42
TGS_001925,2026-05-03,RM_0049,CL_00358,9059.76
TGS_002435,2026-06-01,RM_0015,CL_00394,11643.09
TGS_001213,2026-04-23,RM_0040,CL_00152,65095.64
TGS_002833,2026-06-09,RM_0039,CL_00374,25231.5
TGS_001026,2026-04-15,RM_0002,CL_00183,36268.76
TGS_000413,2026-04-07,RM_0008,CL_00019,36123.95
TGS_000737,2026-04-14,RM_0031,CL_00332,51552.1
TGS_001617,2026-04-18,RM_0015,CL_00437,9376.84
TGS_000974,2026-06-17,RM_0021,CL_00898,29676.74
TGS_002817,2026-04-25,RM_0027,CL_00614,8719.92
TGS_001872,2026-05-24,RM_0045,CL_00552,50199.94
TGS_000060,2026-05-28,RM_0028,CL_00035,12293.33
TGS_001199,2026-06-25,RM_0045,CL_00034,72297.43
TGS_002516,2026-05-07,RM_0012,CL_00702,39205.62
TGS_001064,2026-06-03,RM_0040,CL_00492,31141.67
TGS_000489,2026-05-17,RM_0002,CL_00180,59418.55
TGS_002160,2026-07-03,RM_0041,CL_00128,34614.39
TGS_001196,2026-04-17,RM_0017,CL_00486,67849.88
TGS_001095,2026-05-29,RM_0012,CL_00253,58828.02
TGS_000867,2026-04-30,RM_0039,CL_00529,59433.94
TGS_000056,2026-04-25,RM_0002,CL_00082,7488.79
TGS_002231,2026-07-04,RM_0015,CL_00449,10104.74
TGS_001312,2026-05-11,RM_0015,CL_00709,55198.29
TGS_002153,2026-05-28,RM_0058,CL_00652,49263.16
TGS_000377,2026-06-12,RM_0028,CL_00032,34469.0
TGS_000629,2026-04-22,RM_0053,CL_00220,18045.99
TGS_002259,2026-06-25,RM_0037,CL_00695,53363.28
TGS_002200,2026-06-24,RM_0057,CL_00752,5017.92
TGS_002147,2026-06-19,RM_0021,CL_00311,56789.62
TGS_001997,2026-06-23,RM_0039,CL_00547,64860.89
TGS_002526,2026-04-06,RM_0016,CL_00060,9722.57
TGS_001068,2026-06-18,RM_0001,CL_00546,63980.62
TGS_001125,2026-06-02,RM_0015,CL_00059,17278.51
TGS_000012,2026-05-11,RM_0006,CL_00774,33048.2
TGS_000368,2026-04-28,RM_0049,CL_00360,65013.38
TGS_000560,2026-04-25,RM_0017,CL_00022,70695.14
TGS_001969,2026-05-15,RM_0004,CL_00065,2468.57
TGS_000131,2026-04-18,RM_0017,CL_00301,54608.51
TGS_001409,2026-06-11,RM_0028,CL_00765,66319.6
TGS_002673,20-04-2026,RM_0041,CL_00337,26844.56
TGS_001061,2026-04-23,RM_0006,CL_00630,16436.29
