rm_id,Region,Client_ID,Client_Segment,Transaction_id,Transaction_date,Delivery_Equity_Revenue_HouseCall,Delivery_Equity_Revenue_NonHouseCall,Cash_Intraday_Revenue_HouseCall,Cash_Intraday_Revenue_NonHouseCall,FnO_Revenue_NonHouseCall,FnO_Revenue_HouseCall,Commodity_Revenue_HouseCall,Commodity_Revenue_NonHouseCall,offline_revenue,online_revenue,net_revenue
RM_0056,North,CL_00179,HNI,TXN_0005668,2026-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.66,0.0,539.66,539.66
RM_0002,North,CL_00221,Retail,TXN_0004059,2026-06-13,8439.01,0.0,0.0,0.0,15933.36,0.0,679.93,19486.82,9118.94,35420.18,44539.12
RM_0002,North,CL_00534,Retail,TXN_0010131,2026-04-20,0.0,0.0,0.0,0.0,12819.88,0.0,0.0,0.0,0.0,12819.88,12819.88
RM_0045,East,CL_00034,HNI,TXN_0006016,2026-04-10,15408.28,0.0,0.0,0.0,8329.96,0.0,13652.77,0.0,29061.05,8329.96,37391.01
RM_0007,South,CL_00897,Retail,TXN_0000022,2026-04-26,0.0,0.0,0.0,0.0,0.0,0.0,1644.28,0.0,1644.28,0.0,1644.28
RM_0002,North,CL_00430,HNI,TXN_0003156,2026-06-11,0.0,11495.45,0.0,0.0,0.0,0.0,21252.13,0.0,21252.13,11495.45,32747.58
RM_0054,West,CL_00553,Retail,TXN_0008023,2026-06-10,0.0,0.0,0.0,0.0,9393.3,0.0,0.0,0.0,0.0,9393.3,9393.3
RM_0059,Central,CL_00694,Retail,TXN_0003502,2026-05-07,0.0,0.0,0.0,10251.91,5583.84,13012.26,0.0,0.0,13012.26,15835.75,28848.01
RM_0017,East,CL_00757,HNI,TXN_0008948,2026-05-13,0.0,0.0,18223.93,1956.29,0.0,0.0,0.0,0.0,18223.93,1956.29,20180.22
RM_0031,North,CL_00292,HNI,TXN_0000193,2026-05-31,0.0,0.0,0.0,0.0,12187.68,955.97,0.0,0.0,955.97,12187.68,13143.65
RM_0047,Central,CL_00137,Corporate,TXN_0012790,2026-04-06,15665.16,0.0,7400.89,0.0,0.0,3590.31,0.0,0.0,26656.36,0.0,26656.36
RM_0043,Central,CL_00818,HNI,TXN_0009032,2026-05-24,0.0,0.0,11937.7,0.0,0.0,0.0,0.0,0.0,11937.7,0.0,11937.7
RM_0053,North,CL_00005,Retail,TXN_0000778,2026-05-24,13159.41,0.0,21612.54,0.0,0.0,0.0,0.0,0.0,34771.95,0.0,34771.95
RM_0022,North,CL_00649,Retail,TXN_0003779,2026-04-30,0.0,0.0,0.0,0.0,0.0,0.0,15955.72,19390.97,15955.72,19390.97,35346.69
RM_0053,North,CL_00131,Retail,TXN_0005294,2026-06-04,0.0,8169.91,4851.2,0.0,0.0,0.0,0.0,0.0,4851.2,8169.91,13021.11
RM_0001,East,CL_00222,Retail,TXN_0014012,2026-04-16,0.0,3636.55,0.0,0.0,0.0,6885.97,0.0,10644.17,6885.97,14280.72,21166.69
RM_0006,East,CL_00553,Retail,TXN_0001673,2026-05-23,0.0,20272.35,3931.73,0.0,0.0,0.0,1405.66,1696.55,5337.39,21968.9,27306.29
RM_0049,East,CL_00410,Retail,TXN_0007089,2026-04-23,0.0,0.0,7734.6,0.0,0.0,0.0,11032.43,0.0,18767.03,0.0,18767.03
RM_0015,West,CL_00812,Ultra HNI,TXN_0008608,2026-05-13,13696.91,0.0,0.0,19633.08,0.0,0.0,12390.45,0.0,26087.36,19633.08,45720.44
RM_0001,East,CL_00188,Retail,TXN_0008319,2026-04-06,14419.09,0.0,0.0,1198.51,0.0,0.0,9555.98,21145.48,23975.07,22343.99,46319.06
RM_0057,West,CL_00672,HNI,TXN_0011111,2026-06-12,0.0,4824.03,16505.52,12792.43,0.0,0.0,0.0,18854.13,16505.52,36470.59,52976.11
RM_0045,East,CL_00411,HNI,TXN_0007526,2026-04-08,0.0,1513.7,0.0,0.0,8456.12,0.0,0.0,6603.1,0.0,16572.92,16572.92
RM_0027,North,CL_00502,HNI,TXN_0003146,2026-05-22,9692.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9692.13,0.0,9692.13
RM_0057,West,CL_00711,Retail,TXN_0001345,2026-05-25,11566.55,0.0,0.0,9639.96,9852.1,15359.29,0.0,0.0,26925.84,19492.06,46782.56
RM_0028,South,CL_00352,Retail,TXN_0011807,2026-05-28,6977.12,0.0,0.0,0.0,0.0,6088.7,0.0,0.0,13065.82,0.0,13552.81
RM_0017,East,CL_00705,Retail,TXN_0004175,2026-06-09,0.0,6940.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6940.21,6940.21
RM_0041,North,CL_00496,HNI,TXN_0004618,2026-05-19,0.0,0.0,0.0,21857.04,0.0,0.0,0.0,1902.48,0.0,23759.52,23759.52
RM_0012,East,CL_00719,Retail,TXN_0005911,2026-04-14,0.0,0.0,18597.55,12096.95,0.0,0.0,0.0,0.0,18597.55,12096.95,30694.5
RM_0004,South,CL_00453,Retail,TXN_0006532,2026-06-10,0.0,0.0,21604.08,6830.57,0.0,0.0,16263.72,0.0,37867.8,6830.57,44698.37
RM_0001,East,CL_00331,Retail,TXN_0013612,2026-04-19,0.0,0.0,0.0,4950.0,0.0,0.0,5946.54,0.0,5946.54,4950.0,10896.54
RM_0057,West,CL_00369,Retail,TXN_0012411,2026-06-07,10625.92,0.0,1525.59,0.0,0.0,0.0,0.0,19821.83,12151.51,19821.83,31973.34
RM_0049,East,CL_00091,HNI,TXN_0003020,2026-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14916.57,0.0,14916.57,14916.57
RM_0033,West,CL_00402,HNI,TXN_0002233,2026-04-15,0.0,0.0,21940.35,0.0,0.0,0.0,0.0,1243.24,21940.35,1243.24,23183.59
RM_0037,South,CL_00414,Retail,TXN_0006864,2026-05-25,7456.62,19387.1,10608.67,0.0,3351.06,0.0,0.0,0.0,18065.29,22738.16,40803.45
RM_0045,East,CL_00318,HNI,TXN_0014059,2026-04-23,0.0,0.0,0.0,7012.38,0.0,0.0,0.0,0.0,0.0,7012.38,7012.38
RM_0044,South,CL_00792,HNI,TXN_0008720,2026-05-02,16876.29,12388.91,0.0,7142.12,0.0,0.0,0.0,4117.79,16876.29,23648.82,40525.11
RM_0053,North,CL_00753,HNI,TXN_0009953,2026-04-12,0.0,0.0,0.0,0.0,4168.35,6268.68,0.0,0.0,6268.68,4168.35,10437.03
RM_0037,South,CL_00785,Retail,TXN_0003608,2026-04-24,21574.17,0.0,3859.85,10844.71,0.0,21714.99,0.0,0.0,47149.01,10844.71,57993.72
RM_0037,South,CL_00841,Ultra HNI,TXN_0012976,2026-05-07,0.0,640.24,0.0,5096.69,0.0,0.0,0.0,0.0,0.0,5736.93,5736.93
RM_0053,North,CL_00107,Retail,TXN_0004079,2026-05-11,16497.57,0.0,13302.48,4845.02,0.0,0.0,20711.99,0.0,50512.04,4845.02,55357.06
RM_0041,North,CL_00324,HNI,TXN_0012194,2026-04-14,7424.89,0.0,0.0,17964.04,14230.29,0.0,19363.83,0.0,26788.72,32194.33,58983.05
RM_0037,South,CL_00867,HNI,TXN_0011826,2026-05-29,0.0,0.0,0.0,19220.74,0.0,0.0,16341.58,0.0,16341.58,19220.74,35562.32
RM_0049,East,CL_00764,Retail,TXN_0001530,2026-06-02,0.0,0.0,0.0,0.0,10762.36,0.0,0.0,18387.04,0.0,29149.4,29149.4
RM_0047,Central,CL_00603,HNI,TXN_0008636,2026-06-15,0.0,0.0,0.0,0.0,0.0,15549.6,8819.56,0.0,24369.16,0.0,24369.16
RM_0031,North,CL_00020,Corporate,TXN_0004567,2026-04-16,1945.76,6850.37,15053.23,5704.57,0.0,0.0,0.0,0.0,16998.99,12554.94,29553.93
RM_0049,East,CL_00360,HNI,TXN_0001672,2026-04-25,13145.57,0.0,16730.55,0.0,0.0,18084.8,0.0,0.0,47960.92,0.0,47960.92
RM_0010,Central,CL_00031,Retail,TXN_0006165,2026-06-03,0.0,0.0,3604.43,0.0,11261.14,0.0,19043.36,0.0,22647.79,11261.14,33908.93
RM_0027,North,CL_00484,Retail,TXN_0000269,2026-05-30,0.0,0.0,10530.88,0.0,0.0,8115.17,0.0,0.0,18646.05,0.0,18646.05
RM_0054,West,CL_00139,Retail,TXN_0010200,2026-06-15,0.0,6704.7,9977.61,0.0,0.0,3605.22,0.0,0.0,13582.83,6704.7,20287.53
RM_0001,East,CL_00783,HNI,TXN_0013444,2026-04-22,7242.75,0.0,0.0,0.0,6094.02,0.0,884.65,0.0,8127.4,6094.02,14221.42
RM_0043,Central,CL_00033,Retail,TXN_0005057,2026-05-27,0.0,0.0,0.0,0.0,0.0,16207.76,18657.34,0.0,34865.1,0.0,34865.1
RM_0004,South,CL_00560,Corporate,TXN_0009126,2026-05-01,19634.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19634.74,0.0,19634.74
RM_0009,West,CL_00041,Retail,TXN_0013006,2026-06-09,0.0,0.0,0.0,0.0,12453.45,0.0,0.0,0.0,0.0,12453.45,12453.45
RM_0033,West,CL_00174,Retail,TXN_0001456,2026-05-08,8454.47,0.0,0.0,2710.12,0.0,0.0,13577.72,0.0,22032.19,2710.12,24742.31
RM_0058,West,CL_00021,HNI,TXN_0004902,2026-06-01,17893.41,10348.78,0.0,0.0,0.0,1177.56,0.0,0.0,19070.97,10348.78,29419.75
RM_0043,Central,CL_00528,HNI,TXN_0011457,2026-05-29,0.0,0.0,0.0,0.0,0.0,6584.36,0.0,0.0,6584.36,0.0,6584.36
RM_0058,West,CL_00586,Retail,TXN_0012314,2026-05-02,0.0,0.0,0.0,0.0,0.0,9657.94,0.0,0.0,9657.94,0.0,9657.94
RM_0012,East,CL_00685,Retail,TXN_0012303,2026-06-03,0.0,0.0,0.0,1006.48,0.0,0.0,0.0,0.0,0.0,1006.48,1006.48
RM_0049,East,CL_00548,HNI,TXN_0012718,2026-04-28,991.33,15617.83,8374.65,0.0,0.0,0.0,0.0,14256.4,9365.98,29874.23,39240.21
RM_0045,East,CL_00587,HNI,TXN_0007791,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,10933.36,0.0,10933.36,0.0,10933.36
RM_0017,East,CL_00070,Retail,TXN_0007273,2026-05-05,0.0,0.0,0.0,0.0,0.0,9233.61,0.0,0.0,9233.61,0.0,9233.61
RM_0049,East,CL_00217,HNI,TXN_0000986,2026-04-26,0.0,0.0,0.0,0.0,0.0,10179.52,0.0,0.0,10179.52,0.0,10179.52
RM_0006,East,CL_00348,Retail,TXN_0000128,2026-06-06,0.0,0.0,0.0,0.0,0.0,10771.1,0.0,5806.02,10771.1,5806.02,16577.12
RM_0001,East,CL_00721,HNI,TXN_0012001,2026-05-05,0.0,1490.33,0.0,13482.77,0.0,0.0,5887.39,0.0,5887.39,14973.1,20860.49
RM_0017,East,CL_00604,Retail,TXN_0014221,2026-05-13,0.0,0.0,0.0,0.0,21029.06,5804.88,0.0,0.0,5804.88,21029.06,26833.94
RM_0022,North,CL_00180,HNI,TXN_0005106,2026-05-27,7690.5,19264.43,0.0,0.0,3433.34,0.0,0.0,0.0,7690.5,22697.77,30388.27
RM_0043,Central,CL_00400,HNI,TXN_0002302,2026-04-20,0.0,0.0,0.0,0.0,0.0,0.0,12822.05,1573.65,12822.05,1573.65,14395.7
RM_0017,East,CL_00016,HNI,TXN_0003619,2026-04-17,0.0,0.0,16240.58,0.0,13831.16,0.0,0.0,0.0,16240.58,13831.16,30071.74
RM_0053,North,CL_00841,Ultra HNI,TXN_0010617,2026-04-29,13419.53,5430.52,0.0,0.0,13771.68,0.0,0.0,0.0,13419.53,19202.2,32621.73
RM_0021,North,CL_00311,Retail,TXN_0001951,2026-06-10,0.0,0.0,14329.15,0.0,17740.11,0.0,0.0,6360.6,14329.15,24100.71,38429.86
RM_0016,East,CL_00321,Retail,TXN_0014213,2026-05-24,0.0,15141.55,0.0,0.0,18050.8,621.56,0.0,19754.03,621.56,52946.38,53567.94
RM_0053,North,CL_00131,Retail,TXN_0014278,2026-06-06,0.0,0.0,9462.91,1702.0,15464.88,0.0,0.0,2229.17,9462.91,19396.05,28858.96
RM_0015,West,CL_00709,HNI,TXN_0007722,2026-05-08,0.0,7532.9,0.0,11038.09,11974.52,6467.23,0.0,0.0,6467.23,30545.51,37012.74
RM_0053,North,CL_00107,Retail,TXN_0007018,2026-06-17,0.0,0.0,0.0,14566.78,0.0,0.0,0.0,712.87,0.0,15279.65,15279.65
RM_0035,North,CL_00513,Retail,TXN_0000886,2026-04-19,15436.51,0.0,0.0,13261.64,0.0,0.0,0.0,4926.61,15436.51,18188.25,33624.76
RM_0045,East,CL_00806,HNI,TXN_0004400,2026-04-09,0.0,15830.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15830.83,15830.83
RM_0004,South,CL_00007,Retail,TXN_0005742,2026-04-12,3793.34,0.0,18563.42,21746.59,0.0,0.0,1037.35,0.0,23394.11,21746.59,45140.7
RM_0004,South,CL_00504,HNI,TXN_0014018,2026-06-01,10678.24,0.0,0.0,0.0,10249.22,0.0,0.0,0.0,10678.24,10249.22,20927.46
RM_0033,West,CL_00174,Retail,TXN_0007289,2026-04-26,0.0,5884.02,0.0,6650.8,7181.94,0.0,0.0,21546.4,0.0,41263.16,41263.16
RM_0053,North,CL_00158,HNI,TXN_0005813,2026-05-05,0.0,15322.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15322.72,15322.72
RM_0006,East,CL_00796,Retail,TXN_0003219,2026-04-17,0.0,18984.73,9466.57,14010.07,0.0,0.0,0.0,0.0,9466.57,32994.8,42461.37
RM_0027,North,CL_00563,Retail,TXN_0010765,2026-06-08,21551.38,0.0,15052.73,15586.23,0.0,0.0,0.0,0.0,36604.11,15586.23,52190.34
RM_0022,North,CL_00417,Retail,TXN_0009797,2026-05-20,0.0,0.0,0.0,11703.73,18358.56,1827.57,0.0,0.0,1827.57,30062.29,31889.86
RM_0058,West,CL_00673,HNI,TXN_0009591,2026-05-11,13870.51,1408.84,0.0,19956.49,0.0,11945.13,0.0,0.0,25815.64,21365.33,47180.97
RM_0033,West,CL_00002,Ultra HNI,TXN_0002585,2026-05-05,0.0,0.0,0.0,10420.92,0.0,15429.29,9513.94,10252.44,24943.23,20673.36,45616.59
RM_0033,West,CL_00462,Retail,TXN_0012570,2026-05-29,0.0,0.0,9038.06,0.0,0.0,0.0,0.0,10010.83,9038.06,10010.83,19048.89
RM_0053,North,CL_00497,Retail,TXN_0013357,2026-04-17,0.0,0.0,19941.45,0.0,1396.25,0.0,21493.51,20189.1,41434.96,21585.35,63020.31
RM_0041,North,CL_00827,HNI,TXN_0008853,2026-06-13,0.0,0.0,19538.18,0.0,0.0,0.0,0.0,0.0,19538.18,0.0,19538.18
RM_0006,East,CL_00796,Retail,TXN_0002131,2026-06-03,0.0,0.0,17978.45,11926.79,0.0,4084.06,14083.19,0.0,36145.7,11926.79,48072.49
RM_0012,,CL_00719,Retail,TXN_0003681,2026-05-31,0.0,0.0,19097.93,0.0,0.0,0.0,0.0,0.0,19097.93,0.0,19097.93
RM_0047,Central,CL_00538,HNI,TXN_0006098,2026-05-01,0.0,10129.03,0.0,0.0,16782.94,0.0,0.0,0.0,0.0,26911.97,26911.97
RM_0059,Central,CL_00299,Retail,TXN_0006614,2026-06-06,0.0,0.0,11413.27,0.0,0.0,0.0,0.0,7433.6,11413.27,7433.6,18846.87
RM_0033,West,CL_00747,Retail,TXN_0011124,2026-05-14,0.0,0.0,20465.35,5073.21,0.0,0.0,12036.77,0.0,32502.12,5073.21,37575.33
RM_0022,North,CL_00022,Retail,TXN_0012898,2026-05-28,0.0,11755.82,0.0,0.0,0.0,778.21,0.0,20803.08,778.21,32558.9,33337.11
RM_0043,Central,CL_00033,Retail,TXN_0008901,2026-04-17,0.0,20255.69,7654.44,0.0,0.0,0.0,0.0,0.0,7654.44,20255.69,27910.13
RM_0004,South,CL_00142,Retail,TXN_0012050,2026-06-06,6394.91,7647.45,561.65,0.0,0.0,11992.55,0.0,0.0,18949.11,7647.45,26596.56
RM_0037,South,CL_00113,Retail,TXN_0000016,2026-04-26,0.0,0.0,0.0,0.0,0.0,0.0,14982.62,3048.02,14982.62,3048.02,18030.64
RM_0022,North,CL_00417,Retail,TXN_0014867,2026-04-24,3877.46,0.0,0.0,0.0,0.0,10564.49,0.0,0.0,14441.95,0.0,14441.95
RM_0057,West,CL_00382,HNI,TXN_0010150,2026-06-17,0.0,0.0,0.0,0.0,0.0,0.0,13008.15,0.0,13008.15,0.0,13008.15
RM_0028,South,CL_00765,Retail,TXN_0006728,2026-04-09,1612.18,0.0,0.0,0.0,20685.0,0.0,7585.07,0.0,9197.25,20685.0,29882.25
RM_0053,North,CL_00497,Retail,TXN_0010103,2026-05-18,3565.83,0.0,0.0,5301.49,3536.3,0.0,0.0,0.0,3565.83,8837.79,12572.37
RM_0040,Central,CL_00465,Retail,TXN_0012523,2026-05-20,0.0,2029.99,0.0,3398.4,0.0,0.0,0.0,0.0,0.0,5428.39,5428.39
RM_0040,Central,CL_00152,Retail,TXN_0008771,2026-04-12,0.0,0.0,0.0,0.0,0.0,17381.76,0.0,0.0,17381.76,0.0,17381.76
RM_0043,Central,CL_00482,Ultra HNI,TXN_0011766,2026-05-03,0.0,0.0,0.0,0.0,7462.28,0.0,0.0,16143.45,0.0,23605.73,23605.73
RM_0049,East,CL_00217,HNI,TXN_0000562,2026-05-24,0.0,0.0,19594.55,0.0,0.0,0.0,3733.29,0.0,23327.84,0.0,23327.84
RM_0016,East,CL_00767,Retail,TXN_0004859,2026-05-14,0.0,0.0,0.0,7256.5,0.0,0.0,20022.48,0.0,20022.48,7256.5,27278.98
RM_0053,North,CL_00005,Retail,TXN_0001643,2026-04-17,0.0,0.0,0.0,0.0,9437.6,0.0,16212.37,21531.84,16212.37,30969.44,47181.81
RM_0043,Central,CL_00472,Ultra HNI,TXN_0014026,2026-05-16,0.0,0.0,21810.19,0.0,0.0,0.0,5707.59,0.0,27517.78,0.0,27517.78
RM_0017,East,CL_00757,HNI,TXN_0005085,2026-04-06,0.0,16808.95,0.0,21084.0,0.0,0.0,8154.68,0.0,8154.68,37892.95,46047.63
RM_0027,North,CL_00399,Retail,TXN_0005027,2026-05-19,0.0,0.0,11168.27,0.0,0.0,0.0,0.0,7289.2,11168.27,7289.2,18457.47
RM_0001,East,CL_00463,Retail,TXN_0002174,2026-06-06,0.0,20614.04,2010.08,0.0,10564.06,0.0,0.0,8209.34,2010.08,39387.44,41397.52
RM_0040,Central,CL_00383,Ultra HNI,TXN_0001082,2026-05-31,0.0,9751.63,0.0,10760.1,4479.9,0.0,0.0,0.0,0.0,24991.63,24991.63
RM_0056,North,CL_00236,HNI,TXN_0014700,2026-06-10,0.0,0.0,11642.41,10378.24,0.0,0.0,15712.21,0.0,27354.62,10378.24,37732.86
RM_0022,North,CL_00811,HNI,TXN_0004217,2026-04-19,0.0,10551.82,0.0,0.0,1393.26,4406.66,0.0,0.0,4406.66,11945.08,16351.74
RM_0017,East,CL_00070,Retail,TXN_0004574,2026-05-23,0.0,7144.49,12956.32,0.0,0.0,2749.0,19504.25,0.0,35209.57,7144.49,42354.06
RM_0059,Central,CL_00208,Retail,TXN_0005940,2026-05-13,0.0,0.0,0.0,0.0,20450.6,3560.64,20183.6,18130.08,23744.24,38580.68,62324.92
RM_0037,South,CL_00785,Retail,TXN_0005011,2026-04-30,0.0,0.0,0.0,17227.72,0.0,0.0,6318.23,0.0,6318.23,17227.72,23545.95
RM_0001,,CL_00459,HNI,TXN_0014653,2026-05-27,0.0,0.0,0.0,0.0,0.0,15218.5,0.0,0.0,15218.5,0.0,15218.5
RM_0002,,CL_00171,Retail,TXN_0005464,2026-04-08,0.0,2705.98,0.0,0.0,0.0,0.0,13357.24,0.0,13357.24,2705.98,16063.22
RM_0015,West,CL_00465,Retail,TXN_0008619,2026-06-08,0.0,0.0,0.0,0.0,21742.23,0.0,7359.98,17834.37,7359.98,39576.6,46936.58
RM_0043,Central,CL_00755,Retail,TXN_0007691,2026-05-05,0.0,0.0,0.0,13659.1,0.0,0.0,0.0,8576.49,0.0,22235.59,22235.59
RM_0015,West,CL_00067,Retail,TXN_0007083,2026-05-01,0.0,0.0,19331.53,0.0,0.0,0.0,18048.67,0.0,37380.2,0.0,37380.2
RM_0039,East,CL_00802,HNI,TXN_0011657,2026-04-05,0.0,0.0,0.0,20980.77,0.0,0.0,0.0,0.0,0.0,20980.77,20980.77
RM_0009,,CL_00831,Retail,TXN_0013258,2026-04-26,4681.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4681.19,0.0,4681.19
RM_0027,North,CL_00502,HNI,TXN_0014583,2026-04-12,1682.77,0.0,0.0,0.0,0.0,0.0,16201.5,0.0,17884.27,0.0,17884.27
RM_0002,North,CL_00183,HNI,TXN_0001400,2026-04-17,0.0,0.0,0.0,19134.78,0.0,10145.57,0.0,4327.18,10145.57,23461.96,33607.53
RM_0001,East,CL_00459,HNI,TXN_0001281,2026-06-02,0.0,6562.66,0.0,0.0,4459.99,0.0,0.0,0.0,0.0,11022.65,11022.65
RM_0001,,CL_00824,HNI,TXN_0009734,2026-04-17,5476.45,0.0,0.0,0.0,8834.16,0.0,16351.06,0.0,21827.51,8834.16,30661.67
RM_0049,East,CL_00091,HNI,TXN_0013217,2026-06-18,15660.54,0.0,17349.31,0.0,0.0,0.0,0.0,1972.67,33009.85,1972.67,34982.52
RM_0027,North,CL_00600,Retail,TXN_0000289,2026-05-17,20881.95,0.0,0.0,0.0,0.0,0.0,0.0,19942.96,20881.95,19942.96,40824.91
RM_0001,East,CL_00463,Retail,TXN_0008491,2026-04-20,0.0,0.0,0.0,0.0,1290.4,0.0,18794.04,0.0,18794.04,1290.4,20084.44
RM_0017,East,CL_00705,Retail,TXN_0001078,2026-06-13,886.77,0.0,11420.18,0.0,0.0,0.0,17453.53,0.0,29760.48,0.0,29760.48
RM_0045,East,CL_00809,Retail,TXN_0006784,2026-04-25,10633.48,5076.39,11132.87,0.0,0.0,0.0,0.0,0.0,21766.35,5076.39,26842.74
RM_0039,East,CL_00310,HNI,TXN_0012301,2026-06-01,1985.26,0.0,5847.19,0.0,0.0,5077.35,0.0,0.0,12909.8,0.0,12909.8
RM_0059,Central,CL_00694,Retail,TXN_0007817,2026-06-01,0.0,0.0,0.0,0.0,0.0,0.0,11105.56,0.0,11105.56,0.0,11105.56
RM_0016,East,CL_00135,Retail,TXN_0009385,2026-05-25,17200.07,3124.98,0.0,0.0,0.0,0.0,11894.53,1706.63,29094.6,4831.61,33926.21
RM_0054,West,CL_00829,Retail,TXN_0011865,2026-05-12,0.0,7988.7,15649.38,0.0,0.0,15391.69,0.0,0.0,31041.07,7988.7,39029.77
RM_0047,Central,CL_00201,Retail,TXN_0011886,2026-04-06,19811.41,0.0,0.0,0.0,6251.2,0.0,0.0,0.0,19811.41,6251.2,26062.61
RM_0039,East,CL_00412,Retail,TXN_0000935,2026-04-21,21353.65,0.0,0.0,9508.48,0.0,0.0,0.0,0.0,21353.65,9508.48,30862.13
RM_0027,North,CL_00081,Retail,TXN_0003251,2026-04-06,0.0,0.0,0.0,1980.52,0.0,0.0,0.0,2459.25,0.0,4439.77,4439.77
RM_0001,East,CL_00746,HNI,TXN_0002949,2026-05-04,0.0,7155.5,0.0,16749.33,0.0,0.0,0.0,0.0,0.0,23904.83,23904.83
RM_0015,West,CL_00877,Ultra HNI,TXN_0000187,2026-05-19,21683.12,0.0,13958.04,0.0,19814.22,6840.25,0.0,0.0,42481.41,19814.22,62505.6
RM_0002,North,CL_00010,HNI,TXN_0006870,2026-05-04,0.0,0.0,0.0,0.0,20649.7,0.0,0.0,0.0,0.0,20649.7,20649.7
RM_0027,North,CL_00399,Retail,TXN_0004447,2026-06-11,0.0,15225.71,0.0,0.0,0.0,0.0,0.0,6777.7,0.0,22003.41,22003.41
RM_0017,East,CL_00301,Corporate,TXN_0000394,2026-06-19,8667.26,0.0,0.0,0.0,14878.01,10905.97,10864.13,0.0,30437.36,14878.01,45315.37
RM_0004,South,CL_00560,Corporate,TXN_0000486,2026-04-20,0.0,0.0,0.0,21486.68,0.0,19928.51,15334.22,0.0,35262.73,21486.68,56749.41
RM_0017,East,CL_00707,HNI,TXN_0005157,2026-05-10,10129.9,20673.06,20266.37,0.0,0.0,0.0,5823.57,0.0,36219.84,20673.06,56892.9
RM_0021,,CL_00847,Retail,TXN_0008601,2026-04-12,0.0,0.0,856.06,0.0,18642.84,0.0,6342.15,0.0,7198.21,18642.84,25841.05
RM_0015,West,CL_00812,Ultra HNI,TXN_0012260,2026-05-30,0.0,0.0,17589.81,0.0,0.0,0.0,1022.28,11183.49,18612.09,11183.49,29795.58
RM_0027,North,CL_00502,HNI,TXN_0007759,2026-06-07,0.0,15297.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15297.8,15297.8
RM_0049,East,CL_00235,HNI,TXN_0007214,2026-06-16,19380.07,0.0,10086.23,0.0,6462.4,0.0,0.0,8408.47,29466.3,14870.87,44337.17
RM_0057,West,CL_00073,Retail,TXN_0009342,2026-06-11,0.0,0.0,0.0,6582.81,2921.04,0.0,20913.15,2207.49,20913.15,11711.34,32624.49
RM_0053,North,CL_00220,HNI,TXN_0011787,2026-05-02,18681.75,11926.78,0.0,0.0,12857.61,20646.33,0.0,0.0,39328.08,24784.39,64112.47
RM_0027,North,CL_00090,Retail,TXN_0003073,2026-05-01,0.0,0.0,21455.12,0.0,0.0,0.0,0.0,0.0,21455.12,0.0,21455.12
RM_0031,North,CL_00654,HNI,TXN_0002504,2026-05-07,0.0,0.0,0.0,19293.1,0.0,0.0,0.0,0.0,0.0,19293.1,19293.1
RM_0002,North,CL_00433,Retail,TXN_0007941,2026-06-19,0.0,0.0,0.0,0.0,0.0,0.0,12816.7,0.0,12816.7,0.0,12816.7
RM_0060,Central,CL_00676,Retail,TXN_0004701,2026-04-24,0.0,1274.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.49,1274.49
RM_0047,Central,CL_00596,Retail,TXN_0009600,2026-05-29,11435.44,0.0,18783.11,0.0,0.0,0.0,0.0,0.0,30218.55,0.0,30218.55
RM_0058,West,CL_00234,Retail,TXN_0000912,2026-05-24,0.0,8255.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8255.41,8255.41
RM_0002,North,CL_00642,Retail,TXN_0012283,2026-05-16,0.0,0.0,0.0,15288.85,1315.83,0.0,0.0,0.0,0.0,16604.68,16604.68
RM_0031,North,CL_00320,Retail,TXN_0013394,2026-05-11,0.0,17253.66,0.0,0.0,0.0,7358.61,0.0,0.0,7358.61,17253.66,24612.27
RM_0010,Central,CL_00795,Retail,TXN_0008613,2026-06-03,0.0,1462.89,0.0,0.0,15106.74,0.0,18034.97,19509.24,18034.97,36078.87,54113.84
RM_0004,South,CL_00555,Retail,TXN_0011745,2026-06-15,0.0,0.0,0.0,13509.38,0.0,19246.13,2929.18,0.0,22175.31,13509.38,35684.69
RM_0004,South,CL_00349,Retail,TXN_0002492,2026-05-16,5206.33,0.0,0.0,0.0,0.0,0.0,0.0,1737.04,5206.33,1737.04,6943.37
RM_0058,West,CL_00473,HNI,TXN_0001902,2026-06-13,0.0,0.0,6479.02,0.0,0.0,0.0,0.0,6780.19,6479.02,6780.19,13259.21
RM_0037,South,CL_00785,Retail,TXN_0005295,2026-05-10,0.0,0.0,0.0,0.0,0.0,8428.42,0.0,0.0,8428.42,0.0,8428.42
RM_0012,East,CL_00719,Retail,TXN_0011177,2026-04-20,0.0,0.0,21149.54,0.0,0.0,2743.9,0.0,0.0,23893.44,0.0,23893.44
